Entity_Name,Type,Source,QID,Page_Numbers,Original_Files,Original_Count
Apelles,E21 Person,Handmade,Q216822,,name-English_table.csv,1
Apollo,E21 Person,Handmade,Q37340,,name-English_table.csv,1
Apollo Chasing Daphne,E22 Man-Made Object,Handmade,Q106298157,,work-English_table.csv,1
Apollo and the Muses,E22 Man-Made Object,Handmade,A30,,work-English_table.csv,1
Apollo conducting Frederick Barbarossa's bride: Beatrice of Burgundy,E22 Man-Made Object,Handmade,A31,,work-English_table.csv,1
Apollo flaying Marsyas,E22 Man-Made Object,Handmade,Q67203478,,work-English_table.csv,1
Apostles,E22 Man-Made Object,Handmade,A32,,work-English_table.csv,1
Apostolic Chamber of Commerc,E53 Place,Handmade,G164,,gio-English_table.csv,1
Apostolic Palace,E53 Place,Handmade,Q145093,,gio-English_table.csv,1
Apostolo Zeno,E21 Person,Handmade + Index,Q349507,"230, 300",UVWXYZ_refined.csv; name-English_table.csv,2
Apotheosis of Aeneas,E22 Man-Made Object,Handmade,A33,,work-English_table.csv,1
Apotheosis of the Medici,E22 Man-Made Object,Handmade,Q26700487,,work-English_table.csv,1
Apotheosis of the Pisani,E22 Man-Made Object,Handmade,Q23949083,,work-English_table.csv,2
"Aquaviva, Claudio",E21 Person,Index,,67,A_refined.csv,1
"Arcadia, Society of",E74 Group,Index,,"19, 161, 317, 318",A_refined.csv,1
Arcangelo Corelli,E21 Person,Handmade + Index,Q164475,165n,C_refined.csv; name-English_table.csv,2
Arch. del Gov. di Roma,E53 Place,Handmade,G154,,gio-English_table.csv,1
Archangel Michael defeats Satan,E22 Man-Made Object,Handmade,Q109925916,,work-English_table.csv,1
Archbasilica of St. John Lateran,E53 Place,Handmade,Q84090,,gio-English_table.csv,1
Archduke Leopold Wilhelm of Austria,E21 Person,Handmade,Q437295,,name-English_table.csv,1
Archiepiscopal palace,E53 Place,Handmade,Q19060438,,gio-English_table.csv,1
Archiginnasio,E53 Place,Handmade,G116,,gio-English_table.csv,1
Archives nationales,E53 Place,Handmade,Q182542,,gio-English_table.csv,1
Archivio Comunale,E53 Place,Handmade,G95,,gio-English_table.csv,1
Archivio Comunale di Treviso,E53 Place,Handmade,G143,,gio-English_table.csv,1
Archivio Mediceo,E53 Place,Handmade,G146,,gio-English_table.csv,1
Archivio Storico per la Province Napoletane,E53 Place,Handmade,G167,,gio-English_table.csv,1
Archivio di Stato,E53 Place,Handmade,G67,,gio-English_table.csv,1
Archivio di Stato di Venezia,E53 Place,Handmade,Q2324776,,gio-English_table.csv,1
Archivio storico capitolino,E53 Place,Handmade,Q3621643,,gio-English_table.csv,1
Archiviodella Compagnia di Gesù,E53 Place,Handmade,G166,,gio-English_table.csv,1
"Arconato, Galeazzo",E21 Person,Index,,106,A_refined.csv,1
Arena Chapel,E53 Place,Handmade,G41,,gio-English_table.csv,1
Argus guarding,E22 Man-Made Object,Handmade,A35,,work-English_table.csv,1
Ariadne being woken by Love,E22 Man-Made Object,Handmade,A36,,work-English_table.csv,1
Ariccia,E53 Place,Handmade,Q241744,,gio-English_table.csv,1
Ariosto,E21 Person,Index,,"103, 336; 339",A_refined.csv,2
Aristotle,E21 Person,Handmade,Q868,,name-English_table.csv,1
Aristotle with a Bust of Homer,E22 Man-Made Object,Handmade,Q2404992,,work-English_table.csv,1
Arlington Street,E53 Place,Handmade,Q67532188,,gio-English_table.csv,1
"Arlington, Lord",E21 Person,Index,,195,A_refined.csv,1
Armand Baschet,E21 Person,Handmade,Q2861762,,name-English_table.csv,1
Armand Jean du Plessis,E21 Person,Handmade,Q26702,,name-English_table.csv,1
"Armanni, G. A.",E21 Person,Index,,"374, 380",A_refined.csv,1
Armenian College,E53 Place,Handmade,Q4069721,,gio-English_table.csv,1
Arnaldi Lodovico,E21 Person,Handmade,R120,,name-English_table.csv,1
Arnauld Brejon de Lavergnée,E21 Person,Handmade,Q27499745,,name-English_table.csv,1
Arnold Hauser,E21 Person,Handmade,Q365852,,name-English_table.csv,1
"Arpino, Cavaliere d'",E21 Person,Index,,"27, 30, 56, 95",A_refined.csv,1
"Arrighi-Landini, Orazio",E21 Person,Index,,301n,A_refined.csv,2
Arrighini,E21 Person,Index,,194,A_refined.csv,1
Arrival of the French Ambassador in Venice,E22 Man-Made Object,Handmade,Q5977784,,work-English_table.csv,1
Art Institute of Chicago,E53 Place,Handmade,Q239303,,gio-English_table.csv,1
Art Institute of Chicago Robert A. Waller Fund,E53 Place,Handmade,G93,,gio-English_table.csv,1
Art Institute of Chicago. Museum Studies,E53 Place,Handmade,Q15758780,,gio-English_table.csv,1
Art dealers,E74 Group,Index,,"120, 121, 122, 123, 124, 125, 150; 265, 306, 312, 346, 373, 374, 375, 376, 377, 378",A_refined.csv,2
Art exhibitions,E5 Event,Index,,"125; 126, 127; 127, 128; 128, 129, 211; 129, 130; 240, 241; 240, 331, 363; 330; 331",A_refined.csv,12
Artemisia Gentileschi,E21 Person,Handmade + Index,Q212657,"13n, 178",G_refined.csv; name-English_table.csv,2
Arthur Ewart Popham,E21 Person,Handmade,Q709195,,name-English_table.csv,1
Arthur Stanley Turberville,E21 Person,Handmade,Q52305974,,name-English_table.csv,1
"Artist's position in society, Andrea Memmo on",E28 Conceptual Object,Index,,"330, 394, 395",A_refined.csv,1
"Artists, status of in 17th-century Rome",E28 Conceptual Object,Index,,"16, 17, 18, 19, 20, 21, 22, 23, 220",A_refined.csv,1
"Arts Graphiques de la Cité,Agraci",E53 Place,Handmade,G87,,gio-English_table.csv,1
Arturo Jahn Rusconi,E21 Person,Handmade,Q93429126,,name-English_table.csv,1
"Arundel, Lord",E21 Person,Index,,"3, 97, 177, 179, 341",A_refined.csv,1
Ascanio Filomarino,E21 Person,Handmade,Q2556618,,name-English_table.csv,1
Ascanius Shooting the Stag of Sylvia,E22 Man-Made Object,Handmade,Q4803790,,work-English_table.csv,1
Asclepius,E21 Person,Handmade,Q83223,,name-English_table.csv,1
Ascoli Piceno,E53 Place,Handmade,Q6624,,gio-English_table.csv,1
Ashmolean Museum,E53 Place,Handmade,Q636400,,gio-English_table.csv,1
Assumption of the Virgin,E22 Man-Made Object,Handmade,Q117379114,,work-English_table.csv,1
"Astalli (Pamfili), Camillo",E21 Person,Index,,148,A_refined.csv,1
Asti,E53 Place,Handmade,Q6122,,gio-English_table.csv,1
Attila,E21 Person,Handmade,Q36724,,name-English_table.csv,1
"Audran, Benoit",E21 Person,Index,,370,A_refined.csv,1
Augustin Lehmann,E21 Person,Handmade,Q2871607,,name-English_table.csv,1
Augustinian Monastery Altarpiece,E22 Man-Made Object,Handmade,A305,,work-English_table.csv,1
Augustinian church,E53 Place,Handmade,G111,,gio-English_table.csv,1
Augustinian convent,E53 Place,Handmade,Q3001664,,gio-English_table.csv,1
Augusto Bazzoni,E21 Person,Handmade,Q43256028,,name-English_table.csv,1
Augusto Pierantoni,E21 Person,Handmade,Q769588,,name-English_table.csv,1
"Augustus II of Poland (Frederick Augustus I, Elector of Saxony)",E21 Person,Index,,"266, 278, 294; 294",A_refined.csv,2
Augustus II the Strong,E21 Person,Handmade,Q53437,,name-English_table.csv,1
Augustus III of Poland,E21 Person,Handmade,Q53438,,name-English_table.csv,1
"Augustus III of Poland (Frederick Augustus II, Elector of Saxony)",E21 Person,Index,,"277, 294, 295, 298, 307, 344, 349, 350, 351; 294; 294, 295, 298, 349, 350, 351, 353, 355; 294, 295, 350, 351; 295",A_refined.csv,5
Aurelio Gotti,E21 Person,Handmade,Q16529961,,name-English_table.csv,1
Aurelio Lepre,E21 Person,Handmade,Q16262732,,name-English_table.csv,1
Aurelio Rezzonico,E21 Person,Handmade + Index,R20,254,Q-R_refined.csv; name-English_table.csv,2
Aurora,E22 Man-Made Object,Handmade,Q77923656,,work-English_table.csv,2
Austrian National Library,E53 Place,Handmade,Q304037,,gio-English_table.csv,1
Avignon,E53 Place,Handmade,Q6397,,gio-English_table.csv,1
Avviso,E53 Place,Handmade,G131,,gio-English_table.csv,1
"Azzolini, Cardinal",E21 Person,Index,,128,A_refined.csv,1
Babylon,E22 Man-Made Object,Handmade,A37,,work-English_table.csv,1
Bacchanal,E22 Man-Made Object,Handmade,Q29384647,,work-English_table.csv,1
Bacchanalia,E22 Man-Made Object,Handmade,A39,,work-English_table.csv,1
Bacchus,E22 Man-Made Object,Handmade,Q3632505,,work-English_table.csv,2
Bacchus and Ariadne,E22 Man-Made Object,Handmade,Q1206860,,work-English_table.csv,4
Baccio Bandinelli,E21 Person,Handmade + Index,Q358348,103,B_refined.csv; name-English_table.csv,2
Baccio Ciarpi,E21 Person,Handmade + Index,Q5608903,43,C_refined.csv; name-English_table.csv,2
Badminton House from Badminton Park,E22 Man-Made Object,Handmade,Q40453567,,work-English_table.csv,1
Baglioni Chapel,E53 Place,Handmade,Q3657320,,gio-English_table.csv,1
Baglioni collection,E22 Man-Made Object,Index,,"214, 260n",B_refined.csv,1
"Bagnara, Duchess of",E21 Person,Index,,209,B_refined.csv,1
Bagnoli,E53 Place,Handmade,Q799950,,gio-English_table.csv,1
"Bagutti, Pietro Martire",E21 Person,Index,,281,B_refined.csv,1
"Baines, Sir Thomas",E21 Person,Index,,197,B_refined.csv,1
Baldassare Franceschini,E53 Place,Handmade + Index,Q2403504,"187; 187, 231, 403; 231",F_refined.csv; name-English_table.csv,4
"Baldoini, Giovanni Gasparo",E21 Person,Index,,6n,B_refined.csv,1
Balthasar Permoser,E21 Person,Handmade + Index,Q494782,201,P_refined.csv; name-English_table.csv,3
Balthasar de Monconys,E21 Person,Handmade + Index,Q2262911,124,M_refined.csv; name-English_table.csv,2
Bamboccianti,E74 Group,Index,,"132, 133, 134, 135, 136, 137, 138, 140, 384; 132, 140, 141, 142, 143, 150; 133, 134; 133, 134, 137, 138, 139, 140; 136, 137; 141",B_refined.csv,6
Bandinello Sauli,E21 Person,Handmade,Q2259012,,name-English_table.csv,1
"Bandino, Cardinal",E21 Person,Index,,86,B_refined.csv,1
Bank of France,E53 Place,Handmade,Q806950,,gio-English_table.csv,1
Banqueting House,E53 Place,Handmade,Q642039,,gio-English_table.csv,1
Barak before Deborah,E22 Man-Made Object,Handmade,Q50986222,,work-English_table.csv,1
"Baratta, Francesco",E53 Place,Index,,149,B_refined.csv,1
Barbara Mazza,E21 Person,Handmade,Q124847240,,name-English_table.csv,1
"Barbarigo, Caterina",E21 Person,Index,,333,B_refined.csv,1
"Barbaro, Antonio",E21 Person,Index,,"248, 249; 248, 249, 253",B_refined.csv,2
Barber Institute of Fine Arts,E53 Place,Handmade,Q4859590,,gio-English_table.csv,1
Barberini Chapel in S. Andrea della Valle,E22 Man-Made Object,Handmade,A41,,work-English_table.csv,1
Barberini Chapelin S.Andreadella Valle),E22 Man-Made Object,Handmade,A42,,work-English_table.csv,1
Barberini family,E74 Group,Index,,"396, 403",B_refined.csv,1
Barberini library,E53 Place,Handmade,G147,,gio-English_table.csv,1
Barberini palace,E22 Man-Made Object,Index,,"46, 47, 48, 49, 50, 51, 52, 53; 56, 57, 58",B_refined.csv,2
"Barberini, Cardinal Antonio (brother to Urban VIII) (Cardinal di S. Onofrio)",E21 Person,Index,,"31, 42, 43, 52",B_refined.csv,1
"Barberini, Cardinal Antonio (nephew to Urban VIII)",E21 Person,Index,,"54; 54, 55, 56; 55, 56; 59, 60; 60; 7, 31, 43, 51, 54, 55, 56, 59, 60, 62, 64, 104, 131, 180",B_refined.csv,7
"Barberini, Cardinal Francesco (nephew to Urban VIII)",E53 Place,Index,,"11, 17, 31, 43, 44, 45, 46, 50, 51, 53, 54, 57, 59, 60, 61, 62, 99, 100, 108, 109, 112, 116, 164, 181, 397; 43, 44; 43, 44, 56, 61; 44; 44, 45; 44, 45, 46; 46; 53, 54; 59, 181",B_refined.csv,9
"Barberini, Carlo (brother to Urban VIII)",E21 Person,Index,,"26, 31; 31; 41",B_refined.csv,4
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,Index,,"24, 40, 85; 25; 25, 26, 30; 26; 26, 34, 35, 36; 27; 3, 4, 10, 13n, 17, 19, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 72, 96, 98, 112, 146, 149, 176, 177, 179, 181, 184, 396, 397; 31; 31, 32; 33; 34, 35, 36, 37, 176, 177; 38, 39, 40; 4, 34; 40; 40, 41; 40, 85; 41, 42, 59; 42, 43; 49; 54, 55; 59, 112; 60, 61; 64",B_refined.csv,29
"Barberini, Monsignor Francesco (uncle to Urban VIII)",E53 Place,Index,,"24, 25",B_refined.csv,1
"Barberini, Prince Maffeo (son of Taddeo Barberini)",E21 Person,Index,,61,B_refined.csv,1
"Barberini, Taddeo (nephew to Urban VIII)",E21 Person,Index,,"31, 43, 46, 47, 48, 49, 51, 54, 56, 59, 146, 147",B_refined.csv,1
"Baretti, Giuseppe",E21 Person,Index,,"318, 328",B_refined.csv,1
Bargello National Museum,E53 Place,Handmade,Q388448,,gio-English_table.csv,1
Barnabites,E53 Place,Handmade,Q620456,,gio-English_table.csv,1
Barnabotti,E74 Group,Index,,325,B_refined.csv,1
"Baronio, Cardinal",E21 Person,Index,,71,B_refined.csv,1
Bartholomew the Apostle,E21 Person,Handmade,Q43982,,name-English_table.csv,1
"Bartoli, Pietro Santo",E21 Person,Index,,"117, 118",B_refined.csv,1
Bartolomeo Bassante,E21 Person,Handmade,Q809486,,name-English_table.csv,1
Bartolomeo Letterini,E21 Person,Handmade,Q4865512,,name-English_table.csv,1
Bartolomeo Montagna,E21 Person,Handmade,Q809507,,name-English_table.csv,1
Bartolomeo Nazari,E21 Person,Handmade,Q465240,,name-English_table.csv,1
Bartolomeo Schedoni,E21 Person,Handmade,Q629419,,name-English_table.csv,1
Bartolomeo Vivarini,E21 Person,Handmade,Q456971,,name-English_table.csv,1
"Bartolommeo, Fra",E21 Person,Index,,231; 348,B_refined.csv,2
Basilica di Sant'Antonino,E53 Place,Handmade,Q1670729,,gio-English_table.csv,1
Basilica di Sant'Antonio,E53 Place,Handmade,Q19984587,,gio-English_table.csv,1
Basilica di Santa Maria Maggiore,E53 Place,Handmade,Q186282,,gio-English_table.csv,1
Basilica of Saint Francis,E53 Place,Handmade,Q672894,,gio-English_table.csv,1
Basilica of Saint Paul Outside the Walls,E53 Place,Handmade,Q231699,,gio-English_table.csv,1
Basilica of Saint Sabina,E53 Place,Handmade,Q592244,,gio-English_table.csv,1
Basilica of Saints John and Paul on the Caelian Hill,E53 Place,Handmade,Q1586946,,gio-English_table.csv,1
Basilica of San Clemente,E53 Place,Handmade,Q385910,,gio-English_table.csv,1
Basilica of San Giovanni dei Fiorentini,E53 Place,Handmade,Q1629700,,gio-English_table.csv,1
Basilica of San Lorenzo,E53 Place,Handmade,Q573881,,gio-English_table.csv,1
Basilica of San Vitale,E53 Place,Handmade,Q721817,,gio-English_table.csv,1
Basilica of Sant'Andrea,E53 Place,Handmade,Q1581882,,gio-English_table.csv,1
Basilica of Santa Cecilia in Bologna,E53 Place,Handmade,G28,,gio-English_table.csv,1
Basilica of Santa Croce,E53 Place,Handmade,Q51177,,gio-English_table.csv,1
Basilica of Santa Maria Novella,E53 Place,Handmade,Q51175,,gio-English_table.csv,1
Basilica of the Holy Trinity,E53 Place,Handmade,Q1062114,,gio-English_table.csv,1
Basilicas,E53 Place,Handmade,G112,,gio-English_table.csv,1
"Bassanino, Virgilio",E21 Person,Index,,232,B_refined.csv,2
"Bassano, Jacopo",E21 Person,Index,,"134, 222, 231, 262, 340, 376; 313",B_refined.csv,2
"Bassi, Francesco (il Cremonese)",E53 Place,Index,,"227, 228, 233",B_refined.csv,1
Bathsheba,E21 Person,Handmade,Q272277,,name-English_table.csv,1
Batlisheba Bathing,E22 Man-Made Object,Handmade,A43,,work-English_table.csv,1
"Batoni, Pompeo",E21 Person,Index,,"259; 259, 357, 381; 357; xvii, 259, 298",B_refined.csv,4
Battaria di Cusina,E22 Man-Made Object,Handmade,A44,,work-English_table.csv,1
Battistela,E53 Place,Handmade,G128,,gio-English_table.csv,1
Bavarian State Painting Collections,E53 Place,Handmade,Q812285,,gio-English_table.csv,1
Beata Vergine del Soccorso (Rovigo),E53 Place,Handmade,Q3668856,,gio-English_table.csv,1
Beatae Mariae Virginis Officium,E22 Man-Made Object,Handmade,A417,,work-English_table.csv,1
"Beccari, Dr",E21 Person,Index,,203,B_refined.csv,1
"Bedford, John, 4th Duke of",E21 Person,Index,,305,B_refined.csv,1
Beggar holding a Rosary,E22 Man-Made Object,Handmade,A45,,work-English_table.csv,1
Bell Towers for St. Peter's Basilica (demolished),E22 Man-Made Object,Handmade,A418,,work-English_table.csv,1
"Bellori, Gian Pietro",E21 Person,Index,,"158, 159, 189; 159; 160; 160, 161; 73, 114, 117, 134, 158, 159, 160, 161, 189, 396, 402",B_refined.csv,6
"Bellucci, Giovanni Battista",E21 Person,Index,,203,B_refined.csv,1
Belvoir Castle,E53 Place,Handmade,Q816295,,gio-English_table.csv,1
"Bencovich, Federico",E21 Person,Index,,278,B_refined.csv,1
Benedetto Castiglione,E21 Person,Handmade,Q40823,,name-English_table.csv,1
Benedetto Croce,E21 Person,Handmade,Q192348,,name-English_table.csv,1
Benedetto Gennari,E21 Person,Handmade + Index,Q580482,"189, 196; 196",G_refined.csv; name-English_table.csv,4
Benedetto Luti,E21 Person,Handmade + Index,Q816847,"231, 194",L_refined.csv; name-English_table.csv,2
Benedetto Menzini,E21 Person,Handmade + Index,Q3638090,230,M_refined.csv; name-English_table.csv,2
Benedict Nicolson,E21 Person,Handmade + Index,Q320152,94n,N_refined.csv; name-English_table.csv,2
Benedictines,E74 Group,Handmade + Index,Q131132,271n,B_refined.csv; gio-English_table.csv,2
Benjamin Seebohm Rowntree,E21 Person,Handmade,Q2896227,,name-English_table.csv,1
Beno?t Audran the Elder,E21 Person,Handmade,Q818100,,name-English_table.csv,1
Bensburg Castle,E53 Place,Handmade,G15,,gio-English_table.csv,1
"Bentivoglio, Ippotilo",E21 Person,Index,,48,B_refined.csv,1
Bentvueghels,E53 Place,Handmade,Q514377,,gio-English_table.csv,1
Benvenuto Cellini,E21 Person,Handmade + Index,Q190116,348,C_refined.csv; name-English_table.csv,3
Beretta,E53 Place,Handmade,Q324782,,gio-English_table.csv,1
Bergamasque community,E53 Place,Handmade,G68,,gio-English_table.csv,1
Bergamo Cathedral,E53 Place,Handmade,Q1081902,,gio-English_table.csv,1
Berlinghiero Gessi,E21 Person,Handmade,Q2897287,,name-English_table.csv,1
"Bermis, Cardinal de",E21 Person,Index,,"245n, 271n, 369n",B_refined.csv,1
Bernard Aikema,E21 Person,Handmade,Q62415539,,name-English_table.csv,1
Bernard Le Bovier de Fontenelle,E21 Person,Handmade,Q310309,,name-English_table.csv,1
Bernard Picart,E21 Person,Handmade + Index,Q559929,370,P_refined.csv; name-English_table.csv,2
Bernardine Baccinelli,E21 Person,Index,,195,B_refined.csv,1
Bernardino Castelli,E21 Person,Handmade,Q3638702,,name-English_table.csv,1
Bernardino Feliciangeli,E21 Person,Handmade,Q3638707,,name-English_table.csv,1
Bernardino Gagliardi,E21 Person,Handmade + Index,Q4893845,157,G_refined.csv; name-English_table.csv,2
Bernardino Mei,E21 Person,Handmade + Index,Q472391,154,M_refined.csv; name-English_table.csv,4
Bernardo Bellotto,E21 Person,Handmade + Index,Q164688,295; 298,B_refined.csv; name-English_table.csv,4
Bernardo Bizoni,E21 Person,Handmade + Index,Q103980500,301,B_refined.csv; name-English_table.csv,2
Bernardo Cavallino,E21 Person,Handmade + Index,Q822982,208,C_refined.csv; name-English_table.csv,2
Bernardo Sansone Sgrilli,E21 Person,Handmade,Q55915804,,name-English_table.csv,1
Bernardo Strozzi,E21 Person,Handmade + Index,Q437724,393,S_refined.csv; name-English_table.csv,2
Bernardo de' Dominici,E21 Person,Handmade,Q1152363,,name-English_table.csv,1
Bernhard Rode,E21 Person,Handmade + Index,Q465314,410,Q-R_refined.csv; name-English_table.csv,2
"Berreguete, Pedro",E21 Person,Index,,54,B_refined.csv,1
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,Index,,"103; 103, 118n; 11, 39; 149; 185; 187; 33; 38, 39; 39; 51, 52, 53, 62, 77, 161; 56; 59; 75; 76, 77, 78; 77; 77, 148, 149; 91; xviii, 7, 11, 12n, 33, 34, 35, 36, 37, 38, 39, 40, 43, 45, 54, 56, 59, 60, 61, 62, 64, 65, 75, 83, 84, 91, 94, 101n, 103, 114, 127, 136, 147, 157, 176, 190, 197, 217, 384, 400, 401",B_refined.csv,25
"Bianconi, G. L.",E21 Person,Index,,21n,B_refined.csv,1
Biblioceca Estense,E53 Place,Handmade,G151,,gio-English_table.csv,1
Biblioteca Ambrosiana,E53 Place,Handmade,Q815611,,gio-English_table.csv,1
Biblioteca Casanatense,E53 Place,Handmade,Q2901274,,gio-English_table.csv,1
Biblioteca Civica di Padova,E53 Place,Handmade,Q21328933,,gio-English_table.csv,1
