QID,序号,数据来源,部分,原始页码,章节,校对词频,原文英文全名,统一英文全名,别称英文,Unnamed: 0,P19|标签|出生地英文,校对出生地英文,P31|标签|人物属性,P569|标签|出生日期,P570|标签|死亡日期,P20|标签|死亡地英文,P106|标签|职业英文,P27|标签|国籍英文,P101|标签|工作领域英文,P937|标签|工作地点英文,P97|标签|贵族头衔英文,P21|标签|性别英文,P611|标签|所属宗教(合并)#P1416|标签|所属机构#P463|标签|属于...机构成员英文,P119|标签|埋葬地点英文,P140|标签|宗教或世界观英文,P69|标签|受教育于英文,P53|标签|家族英文,P1830|标签|拥有财产英文,P166|标签|获奖英文,P800|标签|著名作品英文,P135|标签|风格英文,P136|标签|创作类型英文,P18|标签|图像,P22|标签|父亲英文,P25|标签|母亲英文,P3373|标签|兄弟姐妹英文,P26|标签|配偶英文,P40|标签|孩子英文,P1038|标签|亲属英文,P451|标签|未婚伴侣英文,P737|标签|受…影响英文,P108|标签|雇主英文,P1066|标签|老师#P184|标签|博士导师英文,P802|标签|学生#P185|标签|博士学生英文,P3342|标签|重要人物英文,P1049|标签|崇拜者英文,P1365|标签|继任者英文,P1366|标签|接任者英文,P859|标签|赞助人英文
Q47551,49,wikidata,第一部分,"19,25,38,39,54,55,56,128,160,170,171,181,184,185,192,222,231,241,262,283,340,354,373,376",第六章,41,Titian,Titian,"Titiano da Cadore|Ticijan|Tiçiano|Tizian|Tetiano|Thitsiaen|Titianus|Ticiano Vecelio|Tishan|Tiziano Vecelli Cavaliere|Titiano Vecellio|Tit︠s︡ian|Titiaan|Tissien|Tiziano Veccellio|Tit︠s︡iano Vechellio|Tiziano Vecellio da Cadore stato Veneto|Tiziano Vecellio di Cadore|Tisiano|Tiziano Vicelli|Titien|Titian Vecelli|Titiano|Ticiano|Tycjan|Tishian|Titien de Vecelli de Cador|Thitsian|Titain|Tizziani|titians|Ziano|Titianus Vecelly|Titien Vecelli De Cador|Tiziano Vecelli da Cador|Vecelli da Cadore Titian|Tittien-Vecelli|Titiano Vccello|tiziano vezelli|Titien Wecelli|Titiano Vecelli|called Titian Veccellio|called Titian Tiziano Vecelli|dit Le Titien Vecelli|de Cador Titien Vecelli|Tisciano|Tietsiaen|Tetian|tipziano|tipciano|Tisiaen|Tiziano veccelio|Tisien|Titiano Vicelli|tiçiano|Le Titien|ou le Titien Titianus Vecellio|Titsiaen|tticiano|Vecelli|Titien Vecelli da Cador|Vicelli|Titiano Vercelli|Ditiano|Ttalion|Titian Vecelli da Cadore|Tizziano|Tititian|Titien de Vecelli|Titiano d'Uxellio Dacadore|Titiaen Uccello|ttiçiano|tizian v.|Detiano|Veccelli Titian genoemd Titiaan|Titiano Veccelly|Tiziano Vecellio Genannt Tiziano|Tiziano Vecelli da Cadore|Ticciani|Ticciano|Tissian|Vecelli da Cadore, Ven. Titian|Titien Vecelly|Tuziano|Tizzani|Vecelli da Cadore|Titien Vecelli|teriano vecellio|Tician|Called, Titian Tiziano Vecelli Cavaliere|tizian vecelli|dit Le Titien Titianus Vecellio|de Cador Titien de Vecelli|dit le Titien Titiano Vecelli da Cadore|genannt Vecelli Titian|Tizano|ttiziano|tizian vecellio|Titiani|Tiziano veccelli|Tiziani|Vecelio Ticiano|Tiziano Vecelli|Tiziano Vecellio|Tiziano|Titiaen|Vecellio Titian",42,Pieve di Cadore,Pieve di Cadore,human,1488,1576,Venice,painter|drawer|architectural draftsperson|printmaker|visual artist,Republic of Venice,art of painting,Venice|Padua|Milan|Rome|Florence|Augsburg,,male,Accademia delle Arti del Disegno,Santa Maria Gloriosa dei Frari,Catholicism,,House of Vecellio,Venus with a Mirror|Titian house,Order of the Golden Spur,Woman with a Mirror|The Crowning with Thorns|Madonna of the Rabbit|Venus of Urbino|Equestrian Portrait of Charles V|Pope Paul III and His Grandsons|Tarquin and Lucretia,Venetian school,portrait painting|religious painting|mythological painting|nude|history painting|portrait,,Gregorio Vecellio,,Francesco Vecellio|Tommaso Vecellio,Cecilia Soldano,Orazio Vecellio|Tizianello|Lavinia Vecellio,,,,,Giovanni Bellini|Gentile Bellini,Jacopo Tintoretto|Simone Peterzano|Marco Vecellio|Dirck Barendsz|Orazio Vecellio,,,,,
Q51529772,50,wikidata,第一部分,"'27,142,143,144,145,152,169,187,252",第二章,9,Aldo De Rinaldis,Aldo De Rinaldis,Rinaldo De Rinaldis,43,Naples,Naples,human,1881,1948,Rome,art critic|writer,Kingdom of Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105102298,51,wikidata,第一部分,"164,340,354",第六章,3,Aldo Rava,Aldo Ravà,,44,,,human,1879,1923,,scholar|art collector,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540338,52,wikidata,第一部分,"159,166,169",第六章,2,Alessandro Albani,Alessandro Albani,,45,Urbino,Urbino,human,1692,1779,Rome,librarian|Catholic priest|archaeologist|diplomat|bibliophile|art collector|Catholic bishop,,Christianity|diplomacy|bibliophilia|art collection,Rome,,male,,,Catholic Church,Sapienza University of Rome,,Albani lion,,,,,,,,,,,,,,,,,,,,,
Q336798,53,wikidata,第一部分,"41,59,91,98,148,159,176,182,190,371",第二章,14,Alessandro Algardi,Alessandro Algardi,Cavalier Alessandro Algardi|l'Algarde|Lalegarde|Algardo|L'Algardi|Gardi|C. Algardi|L'Algarde|Argardi|Cav.r Alessandro Algardi|Allegarde|Cav. Algardi|Alexandre Algarde|Largardi|Algardi|Caval. Algardi|Algarde|Cavalier Algardi|Cavalier Lalgarde|Alexandre Algardi,46,Bologna,Bologna,human,1595,1654,Rome,sculptor|architect,Papal States,,Bologna|Mantua|Venice|Rome,,male,,,,,,,,,Baroque,,,,,,,,,,,Agostino Carracci|Giulio Cesare Conventi|Ludovico Ludovisi,Ludovico Carracci,Simon Guillain,,,,,Innocent X
Q52157623,54,wikidata,第一部分,"7,20,13,59",第一章,3,Alessandro Baudi di Vesme,Alessandro Baudi di Vesme,Alexandre de Vesme,47,Turin,Turin,human,1854,1923,Turin,art historian,Kingdom of Italy,,,,male,Academy of Sciences of Turin,,,University of Turin,,,,,,,,,,,,,,,,,,,,,,,
Q59527613,55,wikidata,第一部分,"IX,282,408",第一章,3,Alessandro Bettagno,Alessandro Bettagno,,48,,,human,1919,2004,,art historian,,,,,male,Accademia delle Arti del Disegno,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3609880,56,wikidata,第二部分,223,第八章,1,Alessandro Borgia,Alessandro Borgia,,49,Velletri,Velletri,human,1682,1764,Fermo,Catholic priest|Catholic deacon|Catholic bishop,,,,,male,,,Catholic Church,,,,,,,,,,,,,,,,,,,,,,,,
Q378232,57,wikidata,第一部分,68,第三章,1,Alessandro de' Medici,Alessandro de' Medici,,50,Florence,Florence,human,1510,1537,Florence,politician,,politics,,duke,male,,Basilica of San Lorenzo,,,House of Medici,,,,,,,"Lorenzo de' Medici, Duke of Urbino|Clement VII",Simonetta da Collevecchio,Catherine de' Medici,Margaret of Parma,Giulia de' Medici|Giulio de' Medici|Porzia de' Medici,,Taddea Malaspina of Massa-Carrara,,,,,,,,,
Q248459,58,wikidata,第一部分,"66,68,69,73,78,84,137,170,348,398,400",第三章,11,Alessandro Farnese,Alessandro Farnese (cardinal),"Cardinal Alessandro Farnese|Alessandro, II Farnese|Alessandro II, Cardinal Farnese|Cardinal Alessandro Farnese II|Alessandro Cardinal Farnese|Cardiinal Alessandro Farnese II",51,Valentano,Valentano,human,1520,1589,Rome,diplomat|Catholic priest,France,,Parma|Rome,,male,,Church of the Gesù,Catholic Church,University of Bologna,House of Farnese,,,,,,,Pier Luigi Farnese,Gerolama Orsini,"Vittoria Farnese|Ottavio Farnese|Ranuccio Farnese|Orazio Farnese, Duke of Castro",,Clelia Farnese,,,,,,,,,,,
Q312903,59,wikidata,第一部分,"41,104",第二章,2,Alessandro Farnese,"Alessandro Farnese, Duke of Parma","duca di Parma e Piacenza Alessandro Farnese|Duke of Parma Alexander Farnese|Duke of Parma Alejandro Farnesio|Duke of Parma Alessandro Farnese|Alessandro, III Farnese|III Alessandro Farnese|Alessandro Farnese|Alessandro Farnese, 3rd Duke of Parma",52,Rome,Rome,human,1545,1592,Arras,military personnel|diplomat|militant,Spain,,,duke,male,,Sanctuary of Santa Maria della Steccata,Catholicism,University of Alcalá,House of Farnese,,Knight of the Order of the Golden Fleece,,,,,Ottavio Farnese,Margaret of Parma,,Infanta Maria of Guimarães,Ranuccio I Farnese|Margherita Farnese of Parma|Odoardo Farnese,,,,,,,,,,,
Q176742,60,wikidata,第三部分,"286,289",第十章,2,Alessandro Galilei,Alessandro Galilei,"Allesandro, Seignior Galilei|Alessandro Maria Gaetano Galilei",53,Florence,Florence,human,1691,1737,Rome,architect|mathematician,,,Florence|Great Britain|Rome,,male,,,,,,,,Castletown House,,,,,,,,,,,,,,,,,,,
Q327785,61,wikidata,第二部分,233,第八章,1,Gherardini,Alessandro Gherardini,flor. Alessandro Chirardino,54,Florence,Florence,human,1655,1726,Livorno,painter,Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1727824,62,wikidata,第一部分,"105,100,340",第四章,7,Alessandro Leone Varotari,Alessandro Varotari,"il Padovanino|Paduvanijn|Padunino|Padua Nino|Padwanino|Paduarino|Padovanino|Padoanin|Alessandro Varotari Padovanino|Paduaneno|Pandonanino|Il Padovanini|Padoano|Padovano Vecchio|Padovannino|Paduvani|Padouanini|Il Padovanino|Padonanino|Paduanino|Padvanino|padovannino vechio|Alessandro, gen. Padovanino Varotari|Padovan|valotari|Alexandre Varotari|Patavin|detto Padovanino Alessandro Volladari|Varatori|le Padouanin|dit le Padouanino Alexandre Varotari|Padoanino|Paduano|Alexander Varotari Paduanino|A. Varotari gen. Il Padovanino|Varotari d.o il Padoanino|Padouan|Alessandro Varottari|Alessandro, gen il Padovanino Varotari|Padouanino|Padoan|Padovanini|Alessandro gen. Il Padovanino Varotari|gen. il Padovanino Alessandro Varotari|Alex. Varrotari|Varottari Alessandro detto il Padovanino|padovanino vecchio|Le Padouanino|dit le Padouan Padouanino|Padanino|Padnanino|called Paduanino Alessandro Varottari|Paduwani|Varotari|alessandro varotari il padovanino|Alessandro, genannt Padovavino Varotari|Alessandro Varotari gen. Il Padovanino|Varottari|Padiwamijn|Le Padouan|Paduanio|Varotari gen. Il Padovanino|Padoua Nino|Alessandro, Genannt Il Padovanino Varotari|Varrotari Alex.|Paduanini|varotari genannt il Padovanino|Alexander of Padua|Padovanin",55,Padua,Padua,human,1588,1649,Venice,painter,Republic of Venice,art of painting|Italian painting|visual arts,Venice,,male,,,,,,,,,mannerism,,,Dario Varotari the Elder,,Chiara Varotari,,,,,Titian,,Dario Varotari the Elder,Pietro Liberi|Giulio Carpioni|Pietro della Vecchia|Dario Varotari the Younger|Bartolommeo Scaligero|Guilio Carpioni|Lucia Scaligeri,,,,,
Q1855242,63,wikidata,第一部分,"XV,25,260,297,322,323,324,336,361,373,383",第一章,12,Alessandro Longhi,Alessandro Longhi,Falca|Falca Longhi|a. longhi|allesandro longhi|Allessandro Longhi|Longhi,56,Venice,Venice,human,1733,1813,Venice,printmaker|painter|copper engraver|visual artist,Republic of Venice,,Venice,,male,,,,,,,,,,portrait,,Pietro Longhi,,,,,,,,,,,,,,,
Q132692,64,wikidata,第一部分,"3,4,17,28,49,64,72,93,50, 59, 71, 88,",第一章,8,Alessandro Ludovisi,Alessandro Ludovisi,Alessandro Ludovisi|Alessandro Ludovisio|Pope Gregory XV,57,Bologna,Bologna,human,1554,1623,Rome,Latin Catholic priest,Papal States,,Rome|Papal States,,male,,Sant'Ignazio Church,Catholic Church,University of Bologna,,,,,,,,Conte Pompeo Ludovisi,Camilla Bianchini,,,,,,,,,,,,,,
Q3610091,65,wikidata,第一部分,1310177,第一章,3,Alessandro Luzio,Alessandro Luzio,,58,San Severino Marche,San Severino Marche,human,1857,1946,Mantua,journalist|historian|archivist,Italy,history,,,male,Academy of Sciences of Turin,,,,,,Gautieri Award,,,,,,,,,,,,,,,,,,,,
Q516941,66,wikidata,第三部分,404,第十七章,2,Alessandro Magnasco,Alessandro Magnasco,Lissandrino|Il Lissandrino|Alessandro Bagnaschi|Il Lissandrino Magnasco|Il Lissandro|Alessandro (Lissandrino) Magnasco|Alexandre Magnasco|alexandro magnasco|lisandrino|Bagnasco|a. magnasco|allessandro magnasco|Lissendrin|alescandro magnasco|Magnasco|alexandro magnasco genannt lisandrino|Alex. Magnasco gen. Lisandrino|aless. magnasco|Magnasco detto Lissandrino|gen. Lissandrino Alessandro Magnasco|Alexander Magnasco|Magnasco detto il Lissandrino|Bagnaschi|magnasco alessandro,59,Genoa,Genoa,human,1667,1749,Genoa,painter,Republic of Genoa,art of painting,Genoa|Milan|Florence,,male,,,,,,,,Landscape with Figures,Baroque,landscape painting,,Stefano Magnasco,,,,,,,,,,,,,,,
Q19753755,67,wikidata,第一部分,"IX,100,111",第一章,4,Alessandro Marabottini Marabotti,Alessandro Marabottini,Alessandro Marabottini Marabotti,60,Florence,Florence,human,1926,2012,,art historian,Italy,art history|Raphael,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3460024,68,wikidata,第二部分,"226,227,265,270",第八章,13,Alessandro Marchesini,Alessandro Marchesini,Marchesini|Allessandro Marchesini|Alesandro,61,Verona,Verona,human,1664,1738,Verona,painter|printmaker|art dealer,Republic of Venice,,Verona|Bologna|Venice|Padua,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2832804,69,wikidata,第一部分,"99,144",第四章,2,Alessandro Orsini,Alessandro Orsini,Alejandro Orsini,62,Bracciano,Bracciano,human,1592,1626,Bracciano,Catholic priest|Catholic bishop,Papal States,,,,male,Accademia della Crusca,Sant'Ignazio Church,Catholic Church,,,,,,,,,"Virginio Orsini, Duke of Bracciano",Flavia Peretti Damasceni,Francesco Orsini|Marie-Félicie des Ursins|Paolo Giordano Orsini II|Camilla Orsini Borghese,,,,,,,,,Robert Bellarmine|Galileo Galilei,,,,
Q82659,70,wikidata,第一部分,"20,57,86",第一章,6,Alessandro Peretti di Montalto,Alessandro Peretti di Montalto,"Cardinal Alessandro Peretti di Montalto|Alessandro Peretti di, Cardinal Montalto|Alessandro Damasceni Peretti di Montalto",63,Montalto delle Marche,Montalto delle Marche,human,1571,1623,Rome,Catholic priest,Polish–Lithuanian Commonwealth,,,,male,,,Catholic Church,,,,,,,,,,Maria Felice Mignucci Peretti,Michele Peretti|Flavia Peretti Damasceni,,,"Sixtus V|Virginio Orsini, Duke of Bracciano",,,,,,,,,,
Q183087,71,wikidata,第二部分,"230,278",第八章,2,Alessandro Scarlatti,Alessandro Scarlatti,Alessandro Scarlati|Pietro Alessandro Gaspare Scarlatti,64,Palermo,Palermo,human,1660,1725,Naples,composer|harpsichordist,,music|Baroque music,,,male,Arcadian Academy,,,,,,,La Santissima Annunziata|Stabat Mater|Griselda|Mitridate Eupatore|Il Sedecia,Baroque music,classical music|opera|liturgical music,,,,,,Domenico Scarlatti|Pietro Filippo Scarlatti,Giuseppe Scarlatti,,,,Giacomo Carissimi|Vincenzo Amato|Marc'Antonio Sportonio,Francesco Geminiani|Francesco Durante|Nicola Fago,,,,,
Q953878,72,wikidata,第一部分,46,第二章,1,Alessandro Sforza,Alessandro Sforza,,65,Cotignola,Cotignola,human,1409,1473,Pesaro,condottiero,,,,,male,,Pesaro,,,House of Sforza,,,,,,,Muzio Sforza,Lucia Terzani,Francesco I Sforza|Leone Sforza|Elisa Sforza|Antonia Sforza,Seraphina Sforza|Costanza da Varano,Battista Sforza|Costanzo I Sforza|Ginevra Sforza|Antonia Sforza,Galeazzo Maria Sforza|Ludovico Sforza|Gian Galeazzo Sforza|Bianca Maria Sforza|Caterina Sforza|Ardizzone da Carrara|Manfredo da Barbiano,,,Catholic Church|Francesco I Sforza,,,,,,,
Q507279,73,wikidata,第二部分,185,第七章,1,Alessandro Turchi,Alessandro Turchi,"Alexander Veronese|Alez. Veronese|Alexandre Veronnaize|L'Orbetto|Alex. Veronese|Alexandre Veronese|Alessandro l'Orbetto Veronese|Turchetto Veneziano|Orbetto|Alessandro Turco Veronese|L'Erbetta di Verona|L'Orbetto Veronese|Alesandro Veronese|Orbetto Turchi|Alessandro Veronese|Allesro Veronese|Alessandro Turco|Alexander Turchi|Alessandro Veronese Turchi|Alessandro Beronese|Alexandre Veronesse|l'Orbetto Veronese|l'Orbetto Turchi|Alexandre Veronneze|called Veronese Alex. Turchi|alexandro Turchi gen. L'Orbetto|Alexandre Veronnèse|Alexandro detto Dorbetto Veronese|A Veronese|dit Alexandre Veronese Alexandre Turco|alessandro turci|Allessandro del Turco|dit l'Orbetto, connu sous le nom d'Alexandre Véronese Alexandre Turco|a. turchi|Alessandro il Veronese|dit L'Orbetto Alexand. Véronèse|Alessandre Veronese|Alexander Veroneze|Ales.ro Veronese|Alessandro Turco detto l'Orbetto|dit Alexandre le Véronèse Alexandre Turco|Turchi|Alessandro Turchi Veronese|A. Veronèze|Ales. Veronese|A. Veronese|Allisandro Veronese|dit L'Orbetto, ou Alexandre Veronese Alessandro Turco|al. turchi|Alexandre-Veronese|Alexandro Turchi|Alessander Turchi|Aless.o Veronese|Alx. Veronese|Alex. Veronesse|Alexandra Veronese|Alexander Veronesse|Alexandre Turchi dit Véronése|dit Veronése Alexandre Turchi|Allessandro Veronese|Allessandro del Turco dit l'orbetto|Alex. Véronese|Alexandre Veronèse|Alexandre Veroneze|Veronese Allisandro|Alexand. Veronese|Orbitti|A. Véronèse|Allessandro Turchi|Alessandro Bonvicino gen. Moretto da Brescia|Alexandre Olberto die Veronese|Alexandro Veronese|Alessandro Turchi gen. l'Orbetto|dit L'Orbetto Alexandre Veronèse|Alexandre Véronese|gen. l'Orbetto Alessandro Turchi|Antonio Veronese|Allexandro Turchi detto Dorbetto Veronese|Alessandro Turchi gen. l'Orbetto und Aless. Veronese|Alessandro della nobil Verona esser nativo|Alexander Veronnees|Alex. Veronèse|Orbeto|Turchi ou L'Orbetta, né à Vérone Alexandre Veronèse|Al. Veronese|Aless. Veronese|Alexandro Turchi genannt L'Orbetto|Alessandro Turchi detto l'Orbetto|T. Orbetto|Alessandro Turcchi|Alessandro Orbetto Detto Turchi|called Veronese Alessandro Turchi|Orbetti|A.L. Véronese|detto l'Orbetto Veronese Alessandro Turco|Alex. Tusschi|Alesandro Turchi detto l'Orbetto|A. Veroneèse|alexandre Veronesse|Alexandre Véronêse|A. Véronese|Alexandre Turchi dit Alexand. Veronèse|Alexandre Véronèse|Ant.o Veronese|gen. l' orbetto Alessandro turchi|Turchetto veneziano|Turchi Alessandro detto l'Orbetto|Alexandre Véronèze|Alex. Turco detto Veronèse",66,Verona,Verona,human,1578,1649,Rome,painter|drawer,Republic of Venice,art of painting,Verona|Rome,,male,,,,,,,,Death of Cleopatra|The Flood|Mystic Marriage of St. Catherine|Maria with Child,Veronese school,,,,,,,,,,,,,,,,,,
Q4716445,75,wikidata,第一部分,70,第三章,1,Alessandro Vittrice,Alessandro Vittrici,Alessandro Vittrice|Alessandro Victricius,67,Rome,Rome,human,1575,1650,Rome,art collector|Catholic bishop|civil servant,Papal States,,,,male,,,Catholic Church,,,,,,,,,,,,,,,,,,,,,,,,
Q1341237,77,wikidata,第二部分,203,第八章,1,Alexander  Sauli,Alexander Sauli,,68,Milan,Milan,human,1534,1592,Calosso,Catholic priest|theologian|Catholic bishop,,,,,male,Barnabites,,Catholic Church,,,,,,,,,,,,,,,,,University of Pavia,,,,,,,
Q336657,78,wikidata,第三部分,375,第十六章,1,Alexander Hamilton,"Alexander Hamilton, 10th Duke of Hamilton","Alexander Douglas-Hamilton|Alexander, 7th Duke of Brandon Hamilton|Duke of Hamilton Alexander Hamilton Douglas|Alexander, 7th Duke of Brandon Douglas-Hamilton|Alexander Hamilton|Alexander, 10th Duke of Hamilton Hamilton|Alexander, 10th Duke of Hamilton Douglas-Hamilton|Alexander Hamilton Douglas, Duke of Hamilton",69,St James's Square,London,human,1767,1852,London,diplomat|politician|art collector,United Kingdom of Great Britain and Ireland,,London,Duke of Hamilton,male,Royal Society|Society of Antiquaries of London|Bannatyne Club,Hamilton,Presbyterianism,Christ Church,Clan Hamilton,The Emperor Napoleon in His Study at the Tuileries,Fellow of the Royal Society|Fellow of the Society of Antiquaries|Order of the Garter,,,,,"Archibald Hamilton, 9th Duke of Hamilton",Harriet Stewart,"Lord Archibald Hamilton|Anne Hamilton|Charlotte St Maur, Countess of Somerset",Susan Euphemia Beckford,"William Hamilton, 11th Duke of Hamilton|Susan Hamilton",,,,,,,,,,,
Q8409,79,wikidata,第一部分,"10,282,313,401",第一章,5,Alexander III of Macedon,Alexander the Great,Alexander III of Macedon|Alexander|Eskandar|Sikandar|Alexander of Macedonia|Alexander III|Great Alexander|Alexandros the Great|the Great Alexander|Alexandros|Alexandros III|Alexandros III of Macedon|Alexander of Macedon|Alexander III of Macedonia|Alexandros III of Macedonia,70,Pella,Pella,human,-356,-323,Babylon,politician|military leader|monarch,Macedonia,,,pharaoh|king,male,,Alexandria,Ancient Greek religion,,Argead dynasty,Bucephalus,,,,,,Philip II of Macedon,Olympias,Europa of Macedon|Philip III of Macedon|Caranus|Cleopatra of Macedon|Cynane|Thessalonike of Macedon,Roxana|Stateira|Parysatis II,Alexandros IV of Macedon|Heracles of Macedon,Eurydice I of Macedon|Amyntas III of Macedon|Neoptolemus I of Epirus,Barsine|Bagoas|Hephaestion|Campaspe,Aristotle,,Aristotle|Anaximenes of Lampsacus,,,,,,
Q137947,80,wikidata,第一部分,"57,58",第二章,2,Alexius of Rome,St. Alexis,Alexius Romanus|Alexis of Rome|St. Alexis,71,Rome,Rome,human,400,412,Rome,anchorite,Ancient Rome,hermitage|asceticism,Ancient Rome,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1186153,81,wikidata,第三部分,402,第十七章,1,Alfonso Emilio Pérez Sánchez,Alfonso Pérez Sánchez,Alfonso Perez Sanchez|Alfonso E. Pérez Sánchez,72,Cartagena,Cartagena,human,1935,2010,Madrid,historian|university teacher|writer|art historian,Spain,,,,male,Royal Academy of History|Royal Academy of Fine Arts of San Fernando|Hispanic Society of America|Instituto de Estudios Albacetenses|Lincean Academy|Reial Acadèmia de Belles Arts de Sant Carles de València|Reial Acadèmia Catalana de Belles Arts de Sant Jordi|Royal Academy of Fine Arts of Saint Isabel of Hungary|Real Academia de Bellas Artes de San Telmo,,,University of Madrid,,,Commander of the Order of Isabella the Catholic|Order of Merit of the Grand Duchy of Luxembourg|Officer of Arts and Letters|Honorary Knight Grand Cross of the Order of the British Empire|Hijo Predilecto de Cartagena,,,,,,,,,,,,,Autonomous University of Madrid|Complutense University of Madrid|Escuela Oficial de Cine,,,,,,,
Q1373399,82,wikidata,第一部分,"57,71",第二章,2,Gesualdo,Alfonso Gesualdo,Alfonso Gesualdo di Conza,73,Calitri,Calitri,human,1540,1603,Naples,Catholic priest,,,,,male,,,Catholic Church,,,,,,,,,,,,,,Carlo Gesualdo|Maria d'Avalos,,,,,,,,,,
Q2835445,83,wikidata,第三部分,"276,277,284,285",第十章,5,Alfred Sensier,Alfred Sensier,,74,Paris,Paris,human,1815,1877,,art historian,France,,,,male,,,,,,,Knight of the Legion of Honour,,,,,,,,,,,,,,,,,,,,
Q455438,86,wikidata,第三部分,375,第十六章,1,Allan Octavian Hume,Allan Hume,Hume|A.O. Hume|Allan Octavian Hume,75,Kent,Kent,human,1829,1912,London,botanist|ornithologist|civil servant|politician|physician,United Kingdom of Great Britain and Ireland,,,,male,Zoological Society of London,Brookwood Cemetery,,East India Company College,,,Companion of the Order of the Bath|Fellow of the Zoological Society of London,,,,,Joseph Hume,,,,,,,,Indian Civil Service,,,,,,,
Q5454,87,wikidata,第三部分,334,第十三章,5,Almoro Albrizzi|Almoro,Isabella Teotochi Albrizzi,"Isabella Teotochi|Teotochi Albrizzi, Isabella|Teotochi Albrizzi Isabella|Isabella Teotocchi Albrizzi|Isabella Albrizzi  nata Teotochi|Isabella Albrizzi|Albrizzi Isabella. Vedi Teotocchi|Teotocchi Albrizzi Isabella|Teotochi Albrizzi (co. Isabella)|Teotocchi Albrizzi (Isabella )|Teotocchi-Albrizzi I.",76,Corfu,Corfu,human,1760,1836,Venice,writer|salonnière|aristocrat,Republic of Venice,,,,female,,,,,Albrizzi,,,,,,,,,,Giovanni Battista VI Giuseppe Albrizzi|Carlo Antonio Marin,Giambattista Marin|Giovanni Battista Giuseppe Albrizzi,,Ugo Foscolo,,,,,,,,,
Q310307,89,wikidata,第一部分,203,第一章,1,S. Luigi Gonzaga,Aloysius Gonzaga,"Saint Luis Gonzaga|Saint Aloysius Gonzaga|Saint Louis de Gonzague|Saint Luigi Gonzaga|Luigi, Saint Gonzaga|Heiligen Aloysius|Aluigi, Saint Gonzaga|Saint Luis de Gonzaga|St. Aloysius|Aloysius de Gonzaga",77,Castiglione delle Stiviere,Castiglione delle Stiviere,human,1568,1591,Rome,religious|regular cleric,,,,,male,Society of Jesus,Altar of Saint Aloysius Gonzaga,Catholic Church,Pontifical Gregorian University,House of Gonzaga,,,,,,,Ferrante Gonzaga,Marta Tana,Rodolfo Gonzaga|Cristierno Gonzaga|Diego Gonzaga|Francesco Gonzaga,,,,,,,,,,,,,
Q3613470,91,wikidata,第三部分,269,第九章,1,Alvise Mocenigo,Alvise Mocenigo,,78,Venice,Venice,human,1583,1654,Venice,politician,Republic of Venice,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q449469,92,wikidata,第一部分,"图版目录,207,258,331,419,432",第一章,6,Alvise Pisani,Alvise Pisani,,79,Venice,Venice,human,1664,1741,Venice,diplomat|politician|statesperson|censor,Republic of Venice,diplomacy|politics|governance|dedication|censorship,Venice,,male,,,,,Pisani family,,,,,,,,,,,,Carlo Contarini,,,,,,,,,,
Q116770583,94,wikidata,第一部分,"60,89",第二章,1,Amalia Mezzetti,Amalia Mezzetti,,80,,,human,1909,1995,,art historian,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3766382,95,wikidata,第一部分,"106,158",第四章,2,Ambrogio Mazenta,Giovanni Ambrogio Mazenta,Giovanni Magenta|Giovanni Ambrogio Mazzenta|Giovanni Ambrogio Magenta,81,Milan,Milan,human,1565,1635,Rome,architect|mathematician|engineer,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2415583,96,wikidata,第二部分,173,第七章,1,Ambroise Dubois,Ambroise Dubois,Ambroise du Bois|Ambroise Du Bois,82,Antwerp,Antwerp,human,1542,1614,Fontainebleau,painter,France,,Fontainebleau,,male,,,,,,,,,,,,,,,,Jean Dubois the Elder,,,,,,,,,,,
