QID,序号,章节,原文英文全名,统一英文全名,P170|标签|创建者英文,P31|标签|实例英文,P571|标签|创作年,P17|标签|国家英文,P495|标签|原产国英文,P2048|标签|高度,P2049|标签|宽度,P195|标签|收藏英文,P276|标签|位置英文,P18|标签|图片英文,P921|标签|主要主题英文,P135|标签|运动英文,P1071|标签|创作地点英文,P88|标签|委托英文,P84|标签|建筑师英文,P149|标签|建筑风格英文,词频,页码,P859|标签|委托人/赞助人英文,P608|标签|展示地英文,T195|标签|收藏方英文,T9|标签|作者国籍英文,T6|标签|现存城市英文,T8|标签|作品属性英文
A112,349,图版目录,Grand Prince Ferdinando of Tuscany,Grand Prince Ferdinando of Tuscany,Francesco Petrucci,,,,,,,,,,,,,,,,1,XIV,Grand Duchy of Tuscany,,,Italian,,Portrait
A113,351,,Gymnasium zum Grauen Kloster,Gymnasium zum Grauen Kloster,Sigismund Streit,,,,,,,,,,,,,,,,1,XV,,,,,,
A114,359,第二章,Heroes approaching the Temple of Immortality,Heroes approaching the Temple of Immortality,Andrea Camassei,,,,,,,,,,,,,,,,1,50,Enzo Bentivoglio,Palazzo Taddeo,,Italian,,Symbolism
A116,378,第五章,Illustrations for De Bello Belgico,Illustrations for De Bello Belgico,Giacomo Borgognone,,,,,,,,,,,,,,,,,138,,,,Italian,,History (Contemporary history)
A117,379,第三章,Illustrations for Latin Poems,Illustrations for Latin Poems,Pietro Bernini,,,,,,,,,,,,,,,,,127,,,,Italian,,Religious themes (Literary illustrations)
A118,381,第十四章,Images of Palladian Architecture,Images of Palladian Architecture,,,,,,,,,,,,,,,,,,540,Francesco Algarotti,,,British,,Architecture
A119,382,第三章,Imago Primi Saeculi,Imago Primi Saeculi,,,,Belgium,,,,,,,,,,,,,,64,Society of Jesus,,,,Antwerp,Religious themes (Religious allegory)
A121,386,图版目录,Interior of S. Andrea al Quirinale,Interior of S. Andrea al Quirinale,Pietro Bernini,,,Italy,,,,,,,,,,,,,1,XII,Society of Jesus,Sant'Andrea della Valle,,Italian,Rome,Architecture (Religious architecture)
A122,393,第二章,Jacob and the Angel,Jacob and the Angel,,,,,,,,,,,,,,,,,1,30,,,Urban VIII,Italian,,Religious themes (Biblical stories)
A123,394,第八章,Jacob's Ladder,Jacob's Ladder,,,,,,,,,,,,,,,,,1,216,Santa Maria Maggiore,Santa Maria Maggiore,,Italian,,Religious themes (Biblical stories)
A124,399,第九章,Job and Wife and Isaac blessing Jacob,Job and Wife and Isaac blessing Jacob,,,,,,,,,,,,,,,,,1,250,Labia Family,,,Italian,,Religious themes (Biblical stories)
A125,401,第十七章,Joseph and Potiphar's Wife,Joseph and Potiphar's Wife,,,,,,,,,,,,,,,,,1,381,Girolamo Manfrin,,,Italian,,Religious themes (Biblical stories)
A126,402,图版目录,Joseph Sold by his Brothers,Joseph Sold by his Brothers,Pietro Testa,,,Italy,,,,,,,,,,,,,1,XII,Roman Church,Capitoline Museums,,Italian,Rome,Religious themes (Biblical stories)
A127,412,第十章,Jupiter giving Suck,Jupiter giving Suck,Carlo Cignani,,,Germany,,,,,,,,,,,,,1,282,"Johann Wilhelm, Elector Palatine",,,Italian,Munich,Mythology (Roman mythology)
A130,419,第六章,King Midas,King Midas,,,,,,,,,,,,,,,,,1,157,,,Antonio degli Effetti,,,Mythology
A131,421,第十七章,King Solomon Bathing,King Solomon Bathing,,,,,,,,,,,,,,,,,1,381,Girolamo Manfrin,,,Italian,,Religious themes (Biblical stories)
A133,423,第九章,"La Beata Vergine in Egitto, e S. Giuseppe","La Beata Vergine in Egitto, e S. Giuseppe",,,,,,,,,,,,,,,,,1,250,Labia Family,Labia Palace,,Italian,,Religious themes (Biblical stories)
A134,426,第十三章,La Chiesa di Gesù Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,La Chiesa di Gesù Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,,,,,,,,,,,,,,,,,,334,Francesco Recurti,,,Italian,,Religious themes
A135,429,第九章,La Notte,La Notte,,,,,,,,,,,,,,,,,1,250,Labia Family,Labia Palace,,Italian,,Symbolism
A136,430,第五章,La rissa all'Ambasciata di Spagna,La rissa all'Ambasciata di Spagna,,,,,,,,,,,,,,,,,1,136,Spanish Embassy,,,Italian,,History (Contemporary history)
A137,438,第四章,Landscape with Man fleeing from Serpent,Landscape with Man fleeing from Serpent,,,,Canada,,,,,,,,,,,,,1,114,Camillo Massimi,,,French,Montreal,Landscape
A138,439,第四章,Landscape with Man killed by a Snake,Landscape with Man killed by a Snake,,,,United Kingdom,,,,,,,,,,,,,1,114,Camillo Massimi,,Lord Plymouth,French,London,Landscape
A139,440,第二章,Landscape with Rural Dance,Landscape with Rural Dance,,,,United Kingdom,,,,,,,,,,,,,1,49,Pope Urban VIII,,"Charles Anderson-Pelham, 1st Baron Yarborough",French,Lincolnshire,Daily life (Genre painting)
A140,442,第四章,Landscape with Woman washing her Feet,Landscape with Woman washing her Feet,,,,Canada,,,,,,,,,,,,,1,114,Camillo Massimi,,,French,Ottawa,Landscape
A142,452,第二章,Life of Christ series,Life of Christ series,Pietro da Cortona,,,,,,,,,,,,,,,,,89,House of Barberini,,,Italian,,Religious themes (Biblical stories)
A143,462,图版目录,Louis XIV,Louis XIV,Pietro Bernini,,,France,,,,,,,,,,,,,1,XIII,French Royal Family,,,Italian,Versailles,Portrait
A144,485,第一章,Main Dome Frescoes of the Church of the Gesù,Main Dome Frescoes of the Church of the Gesù,Giovanni Battista Gaulli,,,Italy,,,,,,,,,,,,,,17,Society of Jesus,Church of the Gesù,,Italian,Rome,Religious themes (Biblical stories)
A145,489,图版目录,Marriage Allegory of the Rezzonico Family,Marriage Allegory of the Rezzonico Family,Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,1,XIV,House of Rezzonico,Ca' Rezzonico,,Italian,Venice,Fable
A146,496,,Martirii patiti da Santi Martiri per La confessione di Christo,Martirii patiti da Santi Martiri per La confessione di Christo,,,,,,,,,,,,,,,,,1,67,,Santo Stefano Rotondo,,,,
A148,500,第四章,Massacre of the Innocents,Massacre of the Innocents,,,,Italy,,,,,,,,,,,,,1,237,Santa Maria Maggiore,,,Italian,Rome,Religious themes (Biblical stories)
A149,504,图版目录,Meeting of Esau and Jacob,Meeting of Esau and Jacob,Giovanni Maria Bottala,,,Italy,,,,,,,,,,,,,1,XII,,Capitoline Museums,,Italian,Rome,Religious themes (Biblical stories)
A150,508,,Mercury awaking Aeneas,Mercury awaking Aeneas,Marcantonio Franceschini,,,,,,,,,,,,,,,,1,224,Raimondo family,,,,,
A151,515,图版目录,Modello for fresco on vault of S. Ignazio,Modello for fresco on vault of S. Ignazio,Andrea Pozzo,,,Italy,,,,,,,,,,,,,1,XII,Society of Jesus,,,Italian,Rome,Religious themes (Religious allegory)
A152,517,图版目录,Mola painting the portrait of Pope Alexander VII,Mola painting the portrait of Pope Alexander VII,Agostino Masucci,,,Sweden,,,,,,,,,,,,,1,XVI,Roman Curia,National Museum,,Italian,Stockholm,History (Biography)
A153,526,第四章,Mosaic from the Temple of Fortune at Praeneste,Mosaic from the Temple of Fortune at Praeneste,,,,,,,,,,,,,,,,,,101,,Palestrina,,Ancient Roman,,Mosaic
A156,536,第七章,Murals at Windsor Castle,Murals at Windsor Castle,Antonio Verrio,,,United Kingdom,,,,,,,,,,,,,,195,Charles II of England,Windsor Castle,,Italian,Windsor,Fable
A157,538,第七章,Murals for the Vienna Residence,Murals for the Vienna Residence,Marc'Antonio Chiarini,,,Austria,,,,,,,,,,,,,,202,Count Wirich Philipp von Daun,,,Italian,Vienna,
A158,540,第八章,Murder of Cain,Murder of Cain,,,,,,,,,,,,,,,,,1,216,Santa Maria Maggiore,,,Italian,,Religious themes (Biblical stories)
A162,548,第十五章,Neptune,Neptune,Pietro Bernini,,,Italy,,,,,,,,,,,,,2,259362,Filippo Farsetti,,,Italian,Rome,Mythology
A163,553,第十章,Nero being shown the Corpse of Seneca,Nero being shown the Corpse of Seneca,Giovanni Battista Piazzetta,,,Germany,,,,,,,,,,,,,1,294,Augustus II the Strong,,,Italian,Dresden,History (Ancient history)
A164,557,第十一章,Old man with a Pipe and Tobacco Pouch,Old man with a Pipe and Tobacco Pouch,Giuseppe Nogari,,,,,,,,,,,,,,,,1,316,,,Sigismund Streit,Italian,,Daily life (Genre painting)
A165,561,第四章,Origin of Coral,Origin of Coral,Pietro da Cortona,,,,,,,,,,,,,,,,1,118,Cassiano dal Pozzo,,,Italian,,Mythology (Roman mythology)
A166,562,图版目录,Original proposals for reclaiming Prà de?a Va?e,Original proposals for reclaiming Prà de?a Va?e,Domenico Cerato,,,Italy,,,,,,,,,,,,,1,XVI,Padua City Government,,,Italian,Padua,Architecture (Urban planning)
A167,566,第九章,"Où sont des pasteurs, des bergères et des moutons","Où sont des pasteurs, des bergères et des moutons",Luca Giordano,,,,,,,,,,,,,,,,,250,Labia Family,Labia Palace,,Italian,,Daily life (Genre painting)
A168,567,图版目录,Owen McSwiny,Owen McSwiny,Pieter van Bleek,,,United Kingdom,,,,,,,,,,,,,1,XV,McSwiny Family,National Portrait Gallery,,Dutch,London,Portrait
A169,578,第一章,Pendentive Dome Frescoes of the Church of the Gesù,Pendentive Dome Frescoes of the Church of the Gesù,Giovanni Battista Gaulli,,,Italy,,,,,,,,,,,,,,17,Society of Jesus,Church of the Gesù,,Italian,Rome,Religious themes (Biblical stories)
A170,581,第八章,Perseus and Andromeda,Perseus and Andromeda,Luca Giordano,,,,,,,,,,,,,,,,,224,Girolamo Durazzo,,Girolamo Durazzo,Italian,,Mythology (Ancient Greek mythology)
A171,583,图版目录,Picture Exhibition at Church of S. Rocco,Picture Exhibition at Church of S. Rocco,Marieschi,,,Italy,,,,,,,,,,,,,1,XV,Church of San Rocco,Church of San Rocco,,Italian,Venice,Daily life (Genre painting)
A172,589,第一章,Pope Leo and Attila,Pope Leo and Attila,Giovanni Lanfranco,,,Vatican City,,,,,,,,,,,,,,16,Francesco Barberini,,,Italian,Vatican City,History (Ancient history)
A173,590,第九章,"Pope Pius V, Thomas Aquinas and Vincent Ferrer","Pope Pius V, Thomas Aquinas and Vincent Ferrer",Sebastiano Ricci,,,Italy,,,,,,,,,,,,,1,271,Gesuati Order,,,Italian,Venice,Religious themes (Saints' lives)
A174,592,,Port,Port,Claude Lorrain,,,,,,,,,,,,,,,,2,41172,,,,,,
A175,609,第四章,Portrait of Donna Olimpia Maidalchini,Portrait of Donna Olimpia Maidalchini,,,,,,,,,,,,,,,,,,116,Camillo Massimi,,,,,Portrait
A176,631,第十五章,Portrait of Madame Rosenberg,Portrait of Madame Rosenberg,Dominique Vivant,,,,,,,,,,,,,,,,,372,Giustiniana Wynne,,,French,,Portrait
A177,647,第十一章,Portrait of Streit's Father,Portrait of Streit's Father,,,,,,,,,,,,,,,,,,316,Sigismund Streit,,,,,Portrait
A178,648,第十一章,Portrait of Streit's Mother,Portrait of Streit's Mother,,,,,,,,,,,,,,,,,,316,Sigismund Streit,,,,,Portrait
A179,649,第十一章,Portrait of Streit's Sister,Portrait of Streit's Sister,,,,,,,,,,,,,,,,,,316,Sigismund Streit,,,,,Portrait
A180,653,图版目录,Portrait of the artist and his publisher Albrizzi,Portrait of the artist and his publisher Albrizzi,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,XV,Albrizzi,,,Italian,,Portrait
A181,660,第七章,Portraits of the Count and Countess of Monterrey,Portraits of the Count and Countess of Monterrey,Giuliano Finelli,,,,,,,,,,,,,,,,,177,Count of Monterrey,,,Italian,,Portrait
A182,661,第十三章,Portraits of the Doges of Venice,Portraits of the Doges of Venice,Francesco Maggiotto,,,,,,,,,,,,,,,,,339,Maffeo Pinelli,,,Italian,,Portrait
A183,662,第十三章,Portraits of Venetian Cardinals,Portraits of Venetian Cardinals,Francesco Maggiotto,,,,,,,,,,,,,,,,,339,Maffeo Pinelli,,,Italian,,Portrait
A184,663,第十三章,Portraits of Venetian Popes,Portraits of Venetian Popes,Francesco Maggiotto,,,,,,,,,,,,,,,,,339,Maffeo Pinelli,,,Italian,,Portrait
A185,668,,Prudence and Justice,Prudence and Justice,Dornenico Guidi,,,,,,,,,,,,,,,,,,,,,,,
A186,671,第九章,"Quadi, che rappresentano fatti della Sacra Scrittura","Quadi, che rappresentano fatti della Sacra Scrittura",Luca Giordano,,,,,,,,,,,,,,,,,250,Labia Family,,,Italian,,Religious themes (Biblical stories)
A187,675,,Rape of Helen,Rape of Helen,Pietro da Cortona,,,,,,,,,,,,,,,,1,XII,,,,,,
A188,681,第五章,Regulus killed by the Carthaginians,Regulus killed by the Carthaginians,Salvator Rosa,,,,,,,,,,,,,,,,1,143,,,Carlo de' Rossi,Italian,,History (Ancient history)
A189,682,第十一章,Relief of Field Marshal Schulenburg,Relief of Field Marshal Schulenburg,,,,,,,,,,,,,,,,,,309,Johann Matthias von der Schulenburg,,,Italian,,Sculpture
A190,683,第十三章,Religion trampling on Heresy,Religion trampling on Heresy,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,335,Antonio da Venezia,,,Italian,,Religious themes
A191,696,,Rules of the Order,Rules of the Order,Giovanni Francesco Barbieri,,,,,,,,,,,,,,,,1,9,,,,,,
A192,700,第二章,Sacrifice of Abraham,Sacrifice of Abraham,Michelangelo Merisi da Caravaggio,,,,,,,,,,,,,,,,1,25,Maffeo Barberini,,,Italian,,Religious themes (Biblical stories)
A193,704,第四章,Sacrifices to Priapus,Sacrifices to Priapus,Nicolas Poussin,,,,,,,,,,,,,,,,1,110,Cassiano dal Pozzo,,,French,,Mythology (Roman mythology)
A194,709,第一章,Saints Peter and Paul Baptising in the Mamertine Prison,Saints Peter and Paul Baptising in the Mamertine Prison,Andrea Camassei,,,Vatican City,,,,,,,,,,,,,1,12,House of Barberini,,,Italian,Vatican City,Religious themes (Saints' lives)
A195,710,,Samson,Samson,Nicolas Poussin,,,,,,,,,,,,,,,,2,"45,46",,,Francesco Barberini,,,
A196,716,第六章,Scenes from the Aeneid,Scenes from the Aeneid,Pietro da Cortona,,,Italy,,,,,,,,,,,,,1,148,Pope Alexander VII,,,Italian,Rome,Mythology
A197,727,第一章,Self-Portrait as David,Self-Portrait as David,Pietro Bernini,,,,,,,,,,,,,,,,,31,,,,Italian,,Portrait
A198,752,第十一章,Solomon adoring the Idols,Solomon adoring the Idols,Jacopo Amigoni,,,,,,,,,,,,,,,,1,316,Sigismund Streit,,,Italian,,Religious themes (Biblical stories)
A199,753,第十一章,Solomon and Bathsheba,Solomon and Bathsheba,Jacopo Amigoni,,,,,,,,,,,,,,,,2,194316,Sigismund Streit,,,Italian,,Religious themes (Biblical stories)
A200,760,第三章,St Stanislas Kostka on his deathbed,St Stanislas Kostka on his deathbed,Pierre Legros,,,Italy,,,,,,,,,,,,,1,93,Society of Jesus,,,French,Rome,Religious themes (Saints' lives)
A201,761,第十章,St Teresa wounded by Christ,St Teresa wounded by Christ,Giovan Gioseffo dal Sole,,,Germany,,,,,,,,,,,,,1,282,"Johann Wilhelm, Elector Palatine",,,Italian,Munich,Religious themes (Saints' lives)
A202,764,第九章,St. Dominic instituting the Rosary,St. Dominic instituting the Rosary,Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,1,271,Gesuati Order,,,Italian,Venice,Religious themes (Saints' lives)
A203,766,第五章,St. Eustace hunting,St. Eustace hunting,Pieter van Laer,,,,,,,,,,,,,,,,1,135,Vincenzo Giustiniani,,Don Ferdinando Afan de Ribera,Dutch,,Religious themes (Saints' lives)
A204,771,第八章,St. John and St. Charles Borromeo,St. John and St. Charles Borromeo,Sebastiano Ricci,,,,,,,,,,,,,,,,1,235,Ferdinand de' Medici,,,Italian,,Religious themes (Saints' lives)
A205,777,第八章,St. Luigi Gonzaga,St. Luigi Gonzaga,Guido Reni,,,,,,,,,,,,,,,,1,203,,,,Italian,,Religious themes (Saints' lives)
A206,786,第十章,Standard Bearer,Standard Bearer,Giovanni Battista Piazzetta,,,Germany,,,,,,,,,,,,,1,295,,,Augustus III of Poland,Italian,Dresden,Portrait
A207,788,第十五章,Statue of Antenor,Statue of Antenor,,,,Italy,,,,,,,,,,,,,,364,Andrea Memmo,,,Italian,Padua,Portrait
A208,790,第十一章,Statue of Field Marshal Schulenburg,Statue of Field Marshal Schulenburg,Giovanni Maria Morlaiter,,,,,,,,,,,,,,,,,309,Johann Matthias von der Schulenburg,,,Italian,,Sculpture
A209,801,第九章,Strength protecting Wisdom,Strength protecting Wisdom,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,1,254,Pietro Barbarigo,Stella country house,,Italian,,Symbolism
A210,802,第十六章,Sulla maniera di Zorzone,Sulla maniera di Zorzone,Pietro della Vecchia,,,,,,,,,,,,,,,,,371,,,Giuseppe Toninotto,Italian,,
A211,803,第七章,Susanna,Susanna,,,,,,,,,,,,,,,,,1,194,"John Cecil, 5th Earl of Exeter",,,Italian,,Religious themes (Biblical stories)
A212,809,第七章,Tarquin and Lucretia and a Joseph,Tarquin and Lucretia and a Joseph,Peter Strudel,,,,,,,,,,,,,,,,1,194,"John Cecil, 5th Earl of Exeter",,,Austrian,,History (Ancient history)
A213,816,图版目录,Teodoro Correr,Teodoro Correr,Bernardino Castelli,,,Italy,,,,,,,,,,,,,2,XV，213,Correr Family,,,Italian,Venice,Portrait
A214,824,第五章,The Arrival at the Palace,The Arrival at the Palace,Michelangelo Cerquozzi,,,,,,,,,,,,,,,,1,140,Cardinal Flavio Chigi,,,Italian,,Daily life (Genre painting)
A215,825,图版目录,The artist with a group of friends,The artist with a group of friends,Michelangelo Cerquozzi,,,Germany,,,,,,,,,,,,,1,XIII,,,,Italian,Kassel,Daily life (Genre painting)
A216,827,,The Ascension,The Ascension,Antonio Bellucci,,,,,,,,,,,,,,,,1,281,James Brydges,Elizabethan manor of Canons,,,,
A217,829,第三章,The Ascension of Christ,The Ascension of Christ,Andrea Pozzo,,,Italy,,,,,,,,,,,,,,140,Society of Jesus,,,Italian,Rome,Religious themes (Biblical stories)
A218,831,第三章,The Assumption of the Blessed Luigi Gonzaga,The Assumption of the Blessed Luigi Gonzaga,Pierre Legros,,,Italy,,,,,,,,,,,,,,138,Society of Jesus,Church of St. Ignatius,,French,Rome,Religious themes (Saints' lives)
A219,832,第三章,The Assumption of the Virgin,The Assumption of the Virgin,Pietro da Cortona,,,Italy,,,,,,,,,,,,,1,77,Oratory of Saint Philip Neri,Church of the Auratolis,,Italian,Rome,Religious themes (Virgin Mary)
A220,838,,The Banquet of Antony and Cleopatra,The Banquet of Antony and Cleopatra,Francesco Trevisani,,,,,,,,,,,,,,,,1,233,,,,,,
A221,843,第十四章,The Bath of Diana,The Bath of Diana,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,1,354,Francesco Algarotti,,,Italian,,Mythology (Roman mythology)
A222,844,图版目录,The Bathers,The Bathers,Michelangelo Cerquozzi,,,,,,,,,,,,,,,,2,XIII，140,Cardinal Flavio Chigi,,Incisa Della Rocchett,Italian,,Mythology (Ancient Greek mythology)
A223,849,,The Beheading of St Paul,The Beheading of St Paul,Mattia Preti,,,,,,,,,,,,,,,,1,208,Yang Van Deng Ainden,,,,,
A224,856,第十四章,The Capture of Syracuse with the Death of Archimedes,The Capture of Syracuse with the Death of Archimedes,Andrea Lazzarini,,,,,,,,,,,,,,,,1,357,Friedrich August I of Saxony,,,Italian,,History (Ancient history)
A225,859,第三章,The Circumcision,The Circumcision,Girolamo Muziano,,,Vatican City,,,,,,,,,,,,,1,66,Cardinal Alessandro Farnese,,,Italian,Vatican City,Religious themes (Biblical stories)
A226,860,第六章,The Confession,The Confession,Giuseppe Maria Crespi,,,Germany,,,,,,,,,,,,,1,166,Pietro Ottoboni,,,Italian,Dresden,Religious themes
A227,861,第八章,The Conspiracy of Catiline,The Conspiracy of Catiline,Niccolò Cassana,,,Italy,,,,,,,,,,,,,1,234,Ferdinand de' Medici,,,Italian,Florence,History (Ancient history)
A228,866,第八章,The Crossing of the Red Sea,The Crossing of the Red Sea,Luca Giordano,,,,,,,,,,,,,,,,,207,Raimondo Buonaccorsi,,,Italian,,Religious themes (Biblical stories)
A229,875,图版目录,The Death of Regulus,The Death of Regulus,Salvator Rosa,,,United States,,,,,,,,,,,,,1,XIII,Williams Fund,,Virginia Museum of fine Arts Williams Fund,Italian,Richmond,History (Ancient history)
A230,877,,The Death of St Francis Xavier,The Death of St Francis Xavier,Carlo Maratta,,,,,,,,,,,,,,,,1,85,,,,,,
A231,878,第八章,The Deposition from the Cross,The Deposition from the Cross,Ludovico Cigoli,,,Italy,,,,,,,,,,,,,3,231,Ferdinand de' Medici,,,Italian,Florence,Religious themes (Biblical stories)
A232,879,第十七章,The Deposition from the Cross/Deposition,The Deposition from the Cross/Deposition,Antonello da Messina,,,Italy,,,,,,,,,,,,,1,382,Teodoro Correr,,,Italian,Venice,Religious themes (Biblical stories)
A233,880,,The Descent from the Cross,The Descent from the Cross,Antonio Bellucci,,,,,,,,,,,,,,,,1,281,James Brydges,Edgwareand Elizabethan manor of Canons,,,,
A234,883,,The Ecstasy of St Margaret,The Ecstasy of St Margaret,Giuseppe Maria Crespi,,,,,,,,,,,,,,,,1,237,彼得罗·达·科尔托纳,S. Maria Nuova,,,,
A235,887,第八章,The Exodus,The Exodus,Anton Domenico Gabbiani,,,Italy,,,,,,,,,,,,,1,240,Ferdinand de' Medici,Piazza del Duomo,,Italian,Florence,Religious themes (Biblical stories)
A236,888,,The Fall of Manna,The Fall of Manna,Ottavio Vannini,,,,,,,,,,,,,,,,1,212,Rosso Family,Church of S. Gaetan,,,,
A237,889,第十章,The Fall of Phaethon,The Fall of Phaethon,Giovanni Antonio Pellegrini,,,Germany,,,,,,,,,,,,,1,283,"Johann Wilhelm, Elector Palatine",Elector Bensberg,,Italian,Bensberg,Mythology (Ancient Greek mythology)
A238,890,第九章,The Fall of the Giants,The Fall of the Giants,Pietro Longhi,,,Italy,,,,,,,,,,,,,1,265,Zaccaria Sagredo,The ceiling of the staircase of the Sagredo family villa,,Italian,,Mythology (Ancient Greek mythology)
A239,895,,The Finding of Moses,The Finding of Moses,Giuseppe Maria Crespi,,,,,,,,,,,,,,,,1,222,Tommaso Ruffo,,,,,
A240,896,第三章,The Flagellation,The Flagellation,Giacinto Brandi,,,Italy,,,,,,,,,,,,,1,88,Society of Jesus,Chapel of the passion of Jesus Christ,,Italian,Rome,Religious themes (Biblical stories)
A241,902,第二章,The forge of Vulcan,The forge of Vulcan,Pietro da Cortona,,,Italy,,,,,,,,,,,,,2,33135,House of Barberini,Barberini palace,,Italian,Rome,Mythology (Roman mythology)
A242,905,第十章,The Four Continents paying homage to Karl Philip von Greiffenklau,The Four Continents paying homage to Karl Philip von Greiffenklau,Giovanni Battista Tiepolo,,,Germany,,,,,,,,,,,,,1,296,Karl Philipp von Greiffenklau,Kaisersaa,,Italian,Würzburg,Fable
A243,906,第一章,The Four Elements,The Four Elements,Pier Francesco Mola,,,,,,,,,,,,,,,,2,9295,House of Pamphili,Country house in Valmontone,,Italian,,Symbolism
A244,909,第九章,The Glory of St Dominic,The Glory of St Dominic,Giovanni Battista Piazzetta,,,Italy,,,,,,,,,,,,,1,270,Dominican Order,SS. Giovanni e Paol,,Italian,Venice,Religious themes (Saints' lives)
A245,910,第三章,The Glory of St. Luigi Gonzaga,The Glory of St. Luigi Gonzaga,Andrea Pozzo,,,Italy,,,,,,,,,,,,,,138,Society of Jesus,,Antoine Seilern,Italian,Rome,Religious themes (Saints' lives)
A246,918,,The Infant Jupiter handed over by Cybele to the Corybantes to befed,The Infant Jupiter handed over by Cybele to the Corybantes to befed,Giuseppe Maria Crespi,,,,,,,,,,,,,,,,1,228,,,Staatsgaleri,,,
A247,920,第六章,The Judgement of Paris,The Judgement of Paris,,,,,,,,,,,,,,,,,1,157,Flavio Chigi,,,,,Mythology
A248,921,,The Justice of Solomon,The Justice of Solomon,Gian Domenico Tiepolo,,,,,,,,,,,,,,,,1,253,Dionisio Dolfin,Archiepiscopal Palace,,,,
A249,922,第八章,The Killing of Sisera,The Killing of Sisera,,,,,,,,,,,,,,,,,1,216,Consiglio del Consorzio of Santa Maria Maggiore,Santa Maria Maggiore,,Italian,,Religious themes (Biblical stories)
A250,925,,The Last Judgement,The Last Judgement,Pietro Liberi,,,,,,,,,,,,,,,,1,217,,,,,,
A251,927,第八章,The Levites,The Levites,,,,,,,,,,,,,,,,,,227,Consiglio del Consorzio of Santa Maria Maggiore,,,Swiss,,Religious themes (Biblical stories)
A252,928,第七章,The Life of Cato,The Life of Cato,Giovanni Francesco Barbieri,,,France,,,,,,,,,,,,,,172,Louis Phélypeaux de La Vrillière,,,Italian,Marseille,History (Ancient history)
A253,929,,The Life of Constantine,The Life of Constantine,Peter Paul Rubens,,,,,,,,,,,,,,,,1,44,,,Giovanni Francesco Barbieri,,,
A254,930,第十六章,The Life of St. Ursula,The Life of St. Ursula,Vittore Carpaccio,,,Italy,,,,,,,,,,,,,1,376,Giuseppe Toninotto,,,Italian,Venice,Religious themes (Saints' lives)
A255,934,第二章,The Marriage of Peleus,The Marriage of Peleus,Giovanni Francesco Romanelli,,,,,,,,,,,,,,,,1,60,Francesco Barberini,,,Italian,,Mythology (Greek mythology)
A256,938,第三章,The Martyrdom of St. Andrew,The Martyrdom of St. Andrew,Guglielmo Borgognone,,,Italy,,,,,,,,,,,,,1,87,Society of Jesus,St. Andrea's Temple Church,,French,Rome,Religious themes (Saints' lives)
A257,940,第一章,The Massacre of the Innocents,The Massacre of the Innocents,,,,,,,,,,,,,,,,,,22,,,,,,Religious themes (Biblical stories)
A258,942,第三章,The Nativity,The Nativity,Ludovico David,,,Italy,,,,,,,,,,,,,4,"70,88,223,265",Pietro Ottoboni,,,Italian,Rome,Religious themes (Biblical stories)
A259,945,第八章,The Nativity,The Nativity,Luca Giordano,,,,,,,,,,,,,,,,,213,Del Rosso brothers,,,Italian,,Religious themes (Biblical stories)
A260,946,第八章,The Nativity,The Nativity,Giuseppe Maria Crespi,,,,,,,,,,,,,,,,1,238,Ferdinand de' Medici,,Archivio Medicco,Italian,,Religious themes (Biblical stories)
A261,947,图版目录,The Painter's Family,The Painter's Family,Giuseppe Maria Crespi,,,Italy,,,,,,,,,,,,,2,"XIV,238",Ferdinand de' Medici,,,Italian,Florence,Portrait
A262,948,第十七章,The Parlor,The Parlor,Giovanni Antonio Guardi,,,Italy,,,,,,,,,,,,,,479,Teodoro Correr,,,Italian,Venice,Daily life (Interior scenes)
A263,950,,The Pool of Bethesda,The Pool of Bethesda,Micco Spadaro,,,,,,,,,,,,,,,,1,207,,,,,,
A264,957,,The Punishment of the Prophet Ananias,The Punishment of the Prophet Ananias,,,,,,,,,,,,,,,,,1,234,Ferdinand de' Medici,,Uffizi Gallery,,,
A265,958,第十六章,The Rape of Ganymede,The Rape of Ganymede,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,1,377,,,Abate Luigi Celott,Italian,,Mythology (Ancient Greek mythology)
A266,962,第十章,The Rape of the Sabine Women,The Rape of the Sabine Women,Giovan Gioseffo dal Sole,,,Germany,,,,,,,,,,,,,,287,"Johann Wilhelm, Elector Palatine",,,Italian,Munich,History (Ancient history)
A267,967,图版目录,The Revolt of Masaniello,The Revolt of Masaniello,Michelangelo Cerquozzi,,,Italy,,,,,,,,,,,,,2,10205,Spada Family,,Galleria Spada,Italian,Rome,History (Contemporary history)
A268,970,,The Road to Calvary,The Road to Calvary,Gian Domenico Tiepolo,,,,,,,,,,,,,,,,1,409,,,,,,
A269,972,第十一章,The Sacrifice of Isaac,The Sacrifice of Isaac,Jacopo Amigoni,,,,,,,,,,,,,,,,3,212216316,Sigismund Streit,,,Italian,,Religious themes (Biblical stories)
