Refined_Formal_Name,Original-QID,Second-Query_QID,LLM-Fillin_QID,Second-Query_Label,Verification_Status
Bernardo Strozzi,Q437724,,,Bernardo Strozzi,
Bernhard Rode,Q465314,,,Bernhard Rode,
Biblioteca Ambrosiana,Q815611,,,Biblioteca Ambrosiana,
Biblioteca Casanatense,Q2901274,,,Biblioteca Casanatense,
Biblioteca Civica di Padova,Q21328933,,,Biblioteca Civica di Padova,
Biblioteca Comunale Ariostea,Q1117857,,,Biblioteca comunale Ariostea,
Biblioteca Comunale Augusta,Q3639560,,,Biblioteca comunale Augusta,
Biblioteca Comunale dell'Archiginnasio,Q3639645,,,Biblioteca comunale dell'Archiginnasio,
Biblioteca Comunale di Imola,Q106073383,,,Biblioteca comunale per ragazzi Casa Piani,
Biblioteca Estense,Q1219443,,,Biblioteca Estense Universitaria,
Biblioteca Governativa,Q16532469,,,Biblioteca comunale Teresiana,
Biblioteca Marucelliana,Q741371,,,Biblioteca Marucelliana,
Biblioteca Medicea Laurenziana,Q856419,,,Biblioteca Medicea Laurenziana,
Biblioteca Nazionale Centrale di Firenze,Q106230877,,,Biblioteca nazionale centrale di Firenze,
Biblioteca Nazionale Marciana,Q578460,,,Biblioteca Nazionale Marciana,
Biblioteca Statale di Cremona,Q113159113,,,Biblioteca statale di Cremona. Sala di musicologia Gaetano Cesari,
Biblioteca Vallicelliana,Q2901320,,,Biblioteca Vallicelliana,
Biblioteca del Museo Correr,Q856540,,,Museo Correr Library,
Bibliothèque Mazarine,Q774570,,,Bibliothèque Mazarine,
Bibliothèque de Montpellier,,,,,
Birmingham Museum and Art Gallery,Q1799857,,,Birmingham Museum and Art Gallery,
Biscay,Q93366,,,Biscay,
Bishop Harold von Hocheim Investiture,,,,,
Bologna,Q1891,,,Bologna,
Bonfiglioli Collection,,,,,
Bonifazio Gozzadini,Q124754142,,,Bonifazio Gozzadini,
Bonisezio Gozzadini,Q124754142,,,,
Bonomo Algarotti,Q133609885,,,Bonomo Algarotti,
Book illustration,Q998555,,,book illustration,
Borgo Santo Spirito,Q105773285,,,Borgo Santo Spirito,
Bowes Museum,Q895434,,,Bowes Museum,
"Boyle, Locke, and Sydenham",Q4952531,,,Boyle Roche,
Bracciano,Q241791,,,Bracciano,
Bramantino,Q7799,,,Bramantino,
Brenta River,Q214551,,,Brenta (river),
Brera,Q426609,Q104052296,,Brera,
British Isles,Q38272,,,British Isles,
British Museum,Q6373,,,British Museum,
Bruce Boucher,Q83135337,,,Bruce Boucher,
Bruno Brunelli,Q59524453,Q113237839,,Bruno Brunelli,
Bruno Talbot,Q114913443,,,Bruno Talbot,
Brutus killing Arruns,,,,,
Buckingham Palace,Q42182,,,Buckingham Palace,
Buen Retiro Palace,Q962117,,,Buen Retiro Palace,
Bulstrode Park,Q4997155,,,Bulstrode Park,
Burghley House,Q1015079,,,Burghley House,
Burgundy,Q1173,,,Burgundy,
Bust of Carlo Antonio del Pozzo,Q5002065,,,Bust of Carlo Antonio del Pozzo,
Bust of Democritus,Q131297510,,,"Bust of Democritus, Summer Garden",
Bust of Epicurus,Q125809381,Q131543691,,Bust of Epicurus,
Bust of Francis Bacon,Q154340,,,,
Bust of Louis XIV,Q2928781,,,Bust of Louis XIV,
Bust of Paolo Renier,Q663054,,,,
Bust of Phocion,Q121842052,,,,
Bust of Thomas Baker,Q5002075,,,Bust of Thomas Baker,
C. H. Collins Baker,Q18753443,,,C. H. Collins Baker,
Ca' Foscari,Q957551,,,Ca' Foscari,
Ca' Foscari University of Venice,Q1546906,,,Ca' Foscari University of Venice,
Ca' Pesaro,Q756807,,,Ca' Pesaro,
Ca' Rezzonico,Q1052171,,,Ca' Rezzonico,
Ca' Sagredo,Q3649088,,,Ca' Sagredo,
Ca' Vendramin Calergi,Q1265593,,,Ca' Vendramin Calergi,
Caesar Baronius,Q317900,,,Caesar Baronius,
Caesar Giving Cleopatra the Throne of Egypt,Q17175813,,,Caesar Giving Cleopatra the Throne of Egypt,
Caesar and the Corsairs of Cilicia,Q3010400,,,Caesar,
Caime (Artist/Person),Q18498213,,,Caimercati,
Cain and Abel,Q135976646,,,Cain and Abel,
Cambridgeshire,Q23112,Q30612390,,Cambridgeshire,
Camille Delivers the Schoolmaster of Falerii to His Pupils,Q18572435,,,Camille Delivers the Schoolmaster of Falerii to His Pupils,
Camillo Astalli,Q2935133,,,Camillo Astalli,
Camillo Carandini,,,,,
Camillo Francesco Maria Pamphili,Q2935138,,,"Camillo Francesco Maria Pamphili, 1st Prince of San Martino al Cimino and Valmontone",
Camillo Gavassetti,Q16853519,,,Camillo Gavasetti,
Camillo Massimi,Q1081418,,,Carlo Camillo II Massimo,
Camillo Pamphilj,Q2935138,,,"Camillo Francesco Maria Pamphili, 1st Prince of San Martino al Cimino and Valmontone",
Camillo Rospigliosi,Q43288825,Q76114659,,Camillo Rospigliosi,
Campagna (Countryside) / Girolamo Campagna,,,,,
Campania,Q1438,,,Campania,
Campo Marzio,Q1031426,,,Campo Marzio,
Campo Santa Maria Formosa,Q3654629,,,campo Santa Maria Formosa,
Campo Santa Sofia,Q56514108,,,Campo Santa Sofia,
Campo di Rialto,Q19660353,,,The Campo di Rialto,
Camposanto,Q100040,,,Camposanto,
Canaletto,Q182664,,,Canaletto,
Canaletto (Antonio Canal),Q182664,,,Canaletto,
Candiani (Family/Artist),Q39726127,,,Candiani,
Cannaregio,Q52423,,,Cannaregio,
Cannons (House),Q5032843,,,Cannons (house),
Canons Ashby House,Q5033399,,,Canons Ashby House,
Canossa,Q111144,,,Canossa,
Capitol Records,Q193023,,,Capitol Records,
Capitoline Museums,Q333906,,,Capitoline Museums,
Cappella Colleoni,Q1034843,,,Cappella Colleoni,
Cappella della Purità,Q3657496,,,cappella della Purità,
Capricci Copiosi di Figure,Q123505579,,,,
Capuchins,Q103895938,,,Capuchins,
Caravaggio,Q42207,,,Caravaggio,
Carcassonne,Q6582,,,Carcassonne,
Cardinal Mazarin,Q166056,,,Cardinal Mazarin,
Cardinal Mazarin in His Gallery,,,,,
Cardinal Richelieu,Q2056463,,,Cardinal Richelieu,
Caricature of Cassiano dal Pozzo,,,,,
Carinthia,Q37985,,,Carinthia,
Carl Bildt,Q2070822,Q52922,,Carl Bildt,
Carl Gustaf Tessin,Q1038496,,,Carl Gustaf Tessin,
Carlantonio Pilati,Q3658875,,,Carlantonio Pilati,
Carlo Ademollo,Q126923746,Q1065068,,Carlo Ademollo,
Carlo Antonio Marin,Q3659008,,,Carlo Antonio Marin,
Carlo Antonio Pilati,Q3658875,,,Carlantonio Pilati,
Carlo Antonio Rambaldi,Q5041450,,,Carlo Antonio Rambaldi,
Carlo Antonio dal Pozzo,Q3659007,,,Carlo Antonio Dal Pozzo,
Carlo Baccinelli,,,,,
Carlo Barberini,Q1186836,Q5041457,,Carlo Barberini,
Carlo Bricarelli,Q55225999,,,Carlo Bricarelli,
Carlo Camillo II Massimi,,,,,
Carlo Camillo II Massimo,Q1081418,,,Carlo Camillo II Massimo,
Carlo Carlone,Q1041995,,,Carlo Carlone,
Carlo Ceresa,Q1144354,,,Carlo Ceresa,
Carlo Cesare Malvasia,Q1160847,,,Carlo Cesare Malvasia,
Carlo Cignani,Q239980,,,Carlo Cignani,
Carlo Cordellina,,,,,
Carlo Denina,Q556342,,,Carlo Denina,
Carlo Dolci,Q503322,,,Carlo Dolci,
Carlo Emanuele Pio di Savoia,Q1042135,,,Carlo Emanuele Pio di Savoia,
Carlo Fontana,Q704356,Q3659352,,Carlo Fontana,
Carlo Galassi Paluzzi,Q59631668,,,Carlo Galassi Paluzzi,
Carlo Giuseppe Ratti,Q2939201,,,Carlo Giuseppe Ratti,
Carlo Goldoni,Q165534,,,Carlo Goldoni,
Carlo Gozzi,Q263270,,,Carlo Gozzi,
Carlo Grimaldi,Q68904192,,,Carlo Grimaldi,
Carlo Lodoli,Q601642,,,Carlo Lodoli,
Carlo M. Cipolla,Q454036,,,Carlo M. Cipolla,
Carlo Maderno,Q122328,,,Carlo Maderno,
Carlo Maratta,Q538998,,,Carlo Maratta,
Carlo Quarismini,,,,,
Carlo Rainaldi,Q372066,,,Carlo Rainaldi,
Carlo Ridolfi,Q776990,,,Carlo Ridolfi,
Carlo Roberto Dati,Q3659787,,,Carlo Roberto Dati,
Carlo Saraceni,Q938607,,,Carlo Saraceni,
Carlo Silva,Q75377234,,,Carlos da Silva Tarouca,
Carlo de' Rossi,Q50810157,,,Carlo De Risio,
Carlos da Silva Tarouca,Q75377234,,,Carlos da Silva Tarouca,
Carmelites,Q186277,,,Carmelites,
Carpegna (Count),Q190554,,,Carpegna,
Carpoforo Tencalla,Q368915,,,Carpoforo Tencalla,
Carro della Notte,,,,,
Carthage,Q6343,Q976381,,Carthage,
Carthusians,Q220979,,,Carthusian Order,
Casa Soster,Q20053183,,,Casa Sommer,
Cascata delle Marmore,Q38580,,,Cascata delle Marmore,
Cassiano dal Pozzo,Q1048333,,,Cassiano dal Pozzo,
Castel Cogolo,Q123763,,,Castel Colonna,
Castel Fusano,Q956080,,,Castel Fusano,
Castel Gandolfo,Q242105,,,Castel Gandolfo,
Castel Sant'Angelo,Q486382,,,Castel Sant'Angelo,
Castello Sforzesco,Q3662375,,,Castello Sforzesco (Vigevano),
Castello di Rivoli,Q19844,,,Castle of Rivoli,
Castle Howard,Q1049514,,,Castle Howard,
Castro,Q52129,Q1049855,,Castro,
Catalonia,Q5705,,,Catalonia,
Caterina Barbarigo,,,,,
Caterina Dolfin,Q3663500,,,Caterina Dolfin,
Caterina Dolfin Tron,Q3663500,,,Caterina Dolfin,
Caterina Sagredo Barbarigo,Q14942558,,,Caterina Sagredo Barbarigo,
Cathedral of Our Lady of the Assumption,Q3663731,,,cathedral of Our Lady of the Assumption,
Cathedral of Santa Maria Assunta,Q20997430,,,Cathedral of Santa Maria Assunta,
Cathedral of the Holy Trinity,Q1891897,,,Cathedral of the Holy Trinity,
Catherine Tofts,Q16859603,,,Catherine Tofts,
Catherine de' Medici,Q131552,Q45639,,Catherine de' Medici,
Catherine the Great,Q698796,,,Catherine the Great,
Cato the Elder,Q180081,,,Cato the Elder,
Cato the Younger,Q193506,,,Cato the Younger,
Cebes,Q965144,Q10444302,,Cebes,
Cecil Gould,Q2943694,,,Cecil Gould,
Ceiling Frescoes (Palazzo Altieri),,,,,
Ceiling Frescoes (Quirinal Palace),,,,,
Ceiling Paintings (Hampton Court),Q48814315,,,Ceiling Painting/Yes Painting,
Ceiling fresco (Augustinian Church),,,,,
Ceiling of Palazzo Doria Pamphilj,,,,,
Cephalus and Aurora,Q18688231,,,Cephalus and Aurora,
Cerano (Giovanni Battista Crespi),Q22176,,,Cerano,
Ceremonies of the Grand Duke,,,,,
Ceres,Q32102,,,Ceres,
Certosa di San Martino (Museum),Q859732,,,Certosa di San Martino,
Cesare Augusto Levi,Q87360172,,,Cesare Augusto Levi,
Cesare Beccaria,Q223723,,,Cesare Beccaria,
Cesare Brandi,Q1056780,,,Cesare Brandi,
Cesare D'Onofrio,Q93248382,,,Cesare D'Onofrio,
Cesare Leopardi,Q38002088,,,Cesare Leonardi,
Cesare Ripa,Q721704,,,Cesare Ripa,
Cesare d'Este,Q59657,,,"Cesare d'Este, Duke of Modena",
Chair of Saint Peter,Q733893,,,Chair of Saint Peter,
Chantilly,Q126675,,,Chantilly,
Chapel of St. Ignatius,Q114630227,,,Chapel of St. Ignatius,
Chapel of St. Lawrence,Q118315671,,,,
Chapel of St. Stanislaus Kostka,,,,,
Chapel of the Passion,Q20051301,,,Chapel of the passion of Jesus Christ,
Chapel of the Virgin Mary,Q77326869,Q83800880,,Chapel of the Virgin Mary,
Chapels of Santa Maria Maggiore,,,,,
Charity,Q5074493,,,Charity,
Charlemagne,Q3044,,,Charlemagne,
"Charles Anderson-Pelham, 1st Baron Yarborough",Q5075115,,,"Charles Anderson-Pelham, 1st Baron Yarborough",
Charles Bennet,Q5075537,Q433085,,Charles Bennett,
Charles Burney,Q547002,Q5075910,,Charles Burney,
"Charles Cadogan, 2nd Baron Cadogan",Q5076030,,,"Charles Cadogan, 2nd Baron Cadogan",
"Charles Cocks, 1st Baron Somers",Q5076351,,,"Charles Cocks, 1st Baron Somers",
"Charles Colbert, marquis de Croissy",Q331901,,,"Charles Colbert, marquis de Croissy",
"Charles Emmanuel I, Duke of Savoy",Q318091,,,"Carlo Emanuele I, Duke of Savoy",
"Charles Emmanuel II, Duke of Savoy",Q59771166,,,"Charles Emmanuel II, Duke of Savoy, and his family",
Charles Emmanuel III of Sardinia,Q312670,,,Carlo Emanuele III of Sardinia,
Charles Errard,Q706960,,,Charles Errard,
Charles Fox,Q477723,,,Charles Fox,
"Charles Gordon-Lennox, 3rd Duke of Richmond",Q1065334,,,,
"Charles Howard, 1st Earl of Carlisle",Q338284,,,"Charles Howard, 1st Earl of Carlisle",
Charles I of England,Q81506,,,Charles I of England,
Charles I of England,Q81506,,,,
Charles II of England,Q122553,,,Charles II of England,
Charles II of Spain,Q36174,,,Charles II of Spain,
Charles III de Créquy,Q1064954,,,Charles III de Créquy,
"Charles III, Duke of Lorraine",Q505040,,,"Charles III, Duke of Lorraine",
Charles James Fox,Q5304515,Q438131,,Charles James Fox,
Charles Le Brun,Q271676,,,Charles Le Brun,
"Charles Lennox, 1st Duke of Richmond",Q938207,,,"Charles Lennox, 1st Duke of Richmond",
Charles Mitchell,Q42154355,Q121315185,,Charles Mitchell,
"Charles Montagu, 1st Duke of Manchester",Q793583,,,"Charles Montagu, 1st Duke of Manchester",
"Charles Montagu, 1st Earl of Halifax",Q333772,,,"Charles Montagu, 1st Earl of Halifax",
"Charles Mordaunt, 3rd Earl of Peterborough",Q1065565,,,"Charles Mordaunt, 3rd Earl of Peterborough",
Charles Nisard,Q1065647,,,Charles Nisard,
Charles Robert Leslie,Q325633,,,Charles Robert Leslie,
"Charles Sackville, 6th Earl of Dorset",Q337761,,,"Charles Sackville, 6th Earl of Dorset",
Charles Sterling,Q2960258,,,Charles Sterling,
"Charles V, Holy Roman Emperor",Q550283,,,"coat of arms of Charles V, Holy Roman Emperor",
"Charles Watson-Wentworth, 2nd Marquess of Rockingham",Q378043,,,"Charles Watson-Wentworth, 2nd Marquess of Rockingham",
Charles XII of Sweden,Q52934,,,Carl XII of Sweden,
Charles de Brosses,Q725718,,,Charles de Brosses,
Charles de La Fosse,Q1066580,,,Charles de La Fosse,
Charles de Noyelle,Q657169,,,Charles de Noyelle,
Charles-François Poerson,Q592049,,,Charles-François Poerson,
Charles-François de Saint-Saulieu,,,,,
Charles-Irénée Castel de Saint-Pierre,Q1064976,,,Charles-Irénée Castel de Saint-Pierre,
Charles-Nicolas Cochin,Q2408093,,,Charles-Nicolas Cochin,
Charlottenburg Palace,Q154996,,,Charlottenburg Palace,
Chatsworth House,Q1068289,,,Chatsworth House,
Chatto & Windus,Q3666843,,,Chatto & Windus,
"Chi soffre, speri",Q5095120,,,"Chi soffre, speri",
Chiavari,Q266941,,,Chiavari,
Chiesa Nuova,Q3667889,,,Chiesa Nuova,
Chiesa di Santa Maria dei Servi (Bologna/Venice),Q3585424,,,Chiesa di Santa Maria dei Servi,
Children at Play,Q20450694,,,Children at Play,
Chioggia,Q55416,Q63413150,,Chioggia,
Chioggia Cathedral,Q1111481,,,Chioggia Cathedral,
Chiswick,Q845015,,,Chiswick,
Chiswick House,Q1074877,,,Chiswick House,
Chloe,Q19861876,Q2668516,,Chloe,
Chloris,Q28122362,Q2147082,,Chloris,
Christ Calming the Storm,Q22246340,,,Christ Calming the Storm,
Christ Driving the Money Changers from the Temple,Q5108852,,,Christ Driving the Money Changers from the Temple,
Christ Giving the Keys to St. Peter,Q1087249,,,Christ Giving the Keys to St. Peter,
Christ and St Veronica,Q66906168,,,Christ,
Christian Cole,Q120134548,,,Christian Cole,
"Christian Louis I, Duke of Mecklenburg",Q473885,,,"Christian Louis I, Duke of Mecklenburg",
"Christian Louis I, Duke of Mecklenburg-Schwerin",,,,,
Christian Wilhelm Ernst Dietrich,Q536581,,,Christian Wilhelm Ernst Dietrich,
Christian Wilhelm Ernst Dietrich (Dietricy),Q536581,,,Christian Wilhelm Ernst Dietrich,
Christie's,Q503176,,,Christie's,
Christina of Lorraine,Q257579,,,Christina of Lorraine,
"Christina, Queen of Sweden",Q109468253,,,"Christina, Queen of Sweden",
Christoph Luitpold Frommel,Q20752566,,,Christoph Luitpold Frommel,
Christophe Dupuy,Q18243771,,,Christophe Dupuy,
Christopher Hussey,Q5112590,Q123000268,,Christopher Hussey,
Christopher Lloyd,Q983238,Q109324,,Christopher Lloyd,
Christopher Wren,Q170373,,,Christopher Wren,
Church of Jesus of Nazareth (Turin),Q38133342,,,Church of Jesus of Nazareth,
Church of Saint Roch (Paris),Q649252,,,Church of Saint Roch,
Church of San Gaetano (Florence/Vicenza),Q3670193,,,Church of San Gaetano alle Grotte,
Church of San Geminiano (Venice),Q3670210,,,Church of San Geminiano,
Church of San Polo (Venice),Q25112845,,,church of San Polo,
Church of San Rocco,Q3671937,,,Church of San Rocco,
Church of San Rocco (Venice),Q3671937,,,Church of San Rocco,
Church of San Sebastiano (Venice),Q588559,,,,
Church of Santa Marta (Venice/Rome),Q28228951,,,Church of Santa Marta,
Church of St. Francis Xavier,Q4120822,,,Church of St. Francis Xavier,
Church of St. John,Q2664848,Q29480820,,Church of St. John,
Church of the Cross (Scalzi / Croce?),Q11981865,,,Church of the Cross,
Church of the Gesù,Q719794,Q3585960,,Church of the Gesù,
Church of the Gesù (Rome),Q3585960,,,Church of the Gesù,
Churches,Q37475795,,,Churches,
Churches of Religious Orders,,,,,
Château de Chantilly,Q766938,,,Château de Chantilly,
Cicero,Q1541,Q2446440,,Cicero,
Cigoli (Ludovico Cardi),Q928350,,,Cigoli,
Cincinnatus Summoned from the Plough,,,,,
Cincinnatus summoned from the Plough,,,,,
Cinelli (Family/Artist),Q18455420,,,Cinelli,
Cirey-sur-Blaise,Q740985,,,Cirey-sur-Blaise,
Ciro Ferri,Q975452,,,Ciro Ferri,
Claude Lorrain,Q214074,,,Claude Lorrain,
Claude Mellan,Q1274026,,,Claude Mellan,
Claude-Joseph Vernet,Q315819,,,Joseph Vernet,
Claudio Acquaviva,Q681779,,,Claudio Acquaviva,
Claudio Monteverdi,Q53068,,,Claudio Monteverdi,
Clelia Farnese,Q2978781,,,Clelia Farnese,
Clemens August of Bavaria,Q215086,,,Clemens August of Bavaria,
Clement III,Q171001,,,Clement III,
Clement IX,Q155961,,,Clement IX,
Clement VIII,Q170395,,,Clement VIII,
Clement X,Q155956,,,Clement X,
Clement XI,Q129967,,,Clement XI,
Clement XII,Q133108,,,Clement XII,
Clement XIII,Q133121,,,Clement XIII,
Clement XIII (Carlo Rezzonico),Q133121,,,Clement XIII,
Cleopatra VII,Q635,,,Cleopatra,
Cleopatra showing Octavius the bust of Julius Caesar,Q124102335,,,Cleopatra showing Octavius the bust of Julius Caesar,
Clio,Q5059304,,,Clio,
Cloudesley Shovell,Q1102640,,,Cloudesley Shovell,
Clovis Whitfield,Q5136005,Q76066165,,Clovis Whitfield,
Coast Scene with the Landing of Aeneas in Latium,Q119756834,,,Coast Scene with the Landing of Aeneas in Latium,
Coast View with Apollo and the Cumaean Sibyl,Q21725334,,,Coast View with Apollo and the Cumaean Sibyl,
Coast View with Perseus and the Origin of Coral,Q125396571,,,Coast View with Perseus and the Origin of Coral,
Coggio Pittoni,,,,,
Giambattista Pittoni,Q982011,,,,
Francesco Pittoni,Q3081058,,,,
Colen Campbell,Q254245,,,Colen Campbell,
Collegio Teutonico,Q19816518,,,Collegio Teutonico,
Collegio di Siena,Q89207506,,,,
Collegium Germanicum et Hungaricum,Q868294,,,Collegium Germanicum et Hungaricum,
Competitions,Q114516867,,,Competitions Gone Bad,
Congregazione dei Virtuosi al Pantheon,,,,,
Consiglio del Consorzio,,,,,
Constantinople,Q16869,,,Constantinople,
Contarini (Family),Q4231625,,,Contarini,
Conte Carpegna,,,,,
Conte Cavazza,,,,,
Conte Tassis,Q5165074,,,Content assist,
Contracts,Q123476663,,,contracts,
Copy of Annibale Carracci's Works,,,,,
Copy of Raphael's Loggias,,,,,
Corfu,Q121378,Q205832,,Corfu,
Coriolano Montemagni,Q21548315,,,Coriolano Montemagni,
Cornaro (Family),Q61946872,,,Cornaro,
Cornaro Chapel,Q588885,,,Cornaro chapel,
Cornelis Schut,Q592396,,,Cornelis Schut,
Cornelis de Wael,Q251131,,,Cornelis de Wael,
Cornelis van Poelenburgh,Q247183,,,Cornelius van Poelenburgh,
Cornelius Vermeule,Q2997496,,,Cornelis Vermeulen,
Cornelius de Stael,Q251131,,,,
Corrado Giaquinto,Q740934,,,Corrado Giaquinto,
Correggio,Q111176,,,Correggio,
Corsini (Family),Q16920502,,,Corsini,
Corsini Chapel (Santo Spirito),Q124100296,,,Corsini chapel in Sant'Andrea,
Cortona Triptych,Q24531,,,Cortona Triptych,
Corybantes,Q631406,Q923296,,Corybantes,
Cosimo Fanzago,Q632372,,,Cosimo Fanzago,
Cosimo III de' Medici,Q125809512,,,Cosimo III de' Medici statue,
Cosimo Mari,Q55836084,,,Cosimo Maria Mei,
Cosimo Maria de' Medici,Q117804152,,,Cosimo Maria de' Medici,
Cosimo Tura,Q7129,,,Cosimo Tura,
Costaguti (Marchese),Q56252674,,,Costaguti,
Costanza Magalotti,Q108433434,,,Costanza Magalotti,
Costanza Piccolomini d'Aragona,Q63196610,,,Costanza Piccolomini d'Aragona,
Council of Ten,Q547077,,,Council of Ten,
Count Rosenberg,Q2991052,,,Count of Rosenborg,
Count Tassis,Q107008,,,Count Basie,
Count Waldstein,Q1471491,,,,
Count of Bolagno,Q1431527,,,County of Boulogne,
Count of Monterrey,Q3845070,,,,
Count-Duke of Olivares,Q59281322,,,Count-Duke of Olivares,
Couvent des Augustins Déchaussés,Q60965652,,,,
Cremonese School,,,,,
Crete,Q34374,Q958049,,Crete,
Creusa imploring Aeneas,,,,,
Cristoforo Dall'Acqua,Q5186480,,,Cristoforo Dall'Acqua,
Cristoforo Ivanovich,Q3246893,,,Cristoforo Ivanovich,
Cristoforo Monari,Q1081139,,,Cristoforo Munari,
Cristoforo Munari,Q1081139,,,Cristoforo Munari,
Cristoforo Roncalli,Q1091136,,,Cristoforo Roncalli,
Cristoforo Roncalli (Il Pomarancio),Q1091136,,,Cristoforo Roncalli,
Cristoforo Tencalla,,,,,
Cristoforo Tentori,Q18604253,,,Cristoforo Tentori,
Cristoforo dall'Acqua,Q5186480,,,Cristoforo Dall'Acqua,
Crossing of the Red Sea,Q27980958,,,Crossing of the Red Sea,
Crucifixion,Q20087444,,,Crucifixion,
Crucifixion of St. Peter,Q3698229,,,Crucifixion of St. Peter,
Crucifixion with the Madonna,Q134721218,,,Crucifixion with the Madonna and St. John.,
Customs duty on pictures,,,,,
Cybele,Q188236,Q70392029,,Cybele,
Cyril Davenport,Q16523192,,,Cyril James Humphries Davenport,
César d'Estrées,Q1150810,,,César d'Estrées,
D. P. Walker,Q3447176,,,D. P. Walker,
Dalmatia,Q528042,Q5211528,,Dalmatia,
Danaë,Q20000257,,,Danaë,
Dance of Nymphs,,,,,
Daniele Beltrami,Q61472577,,,Daniele Beltrami,
Daniele Concina,Q3701909,Q112485041,,Daniele Concina,
Daniele Dolfin,Q3015062,Q3014934,,Daniele Dolfin,
Daniele Dolfin (1653-1704),Q3014934,,,Daniele Dolfin,
Daniele Dolfin III,Q3014934,,,,
Daniele Dolfin IV,Q3014934,,,,
Daniele Farsetti,Q52154232,,,Daniele Farsetti,
Daniele Florio,Q55227681,,,Daniele Florio,
Daniello Bartoli,Q2283604,,,Daniello Bartoli,
Dante Alighieri,Q1067,,,Dante Alighieri,
Daphnis,Q741627,Q135361,,Daphnis,
Daphnis and Chloe,Q318333,,,Daphnis and Chloe,
David,Q766487,Q18057751,,David,
David Teniers the Younger,Q335022,,,David Teniers the Younger,
David de Haen,Q5241470,,,David de Haen,
David with the Head of Goliath,Q50911469,,,David with the Head of Goliath,
Death,Q4,,,death,
Death of Abel,Q111987308,,,Death of Abel,
Death of Cleopatra,Q135892996,,,Death of Cleopatra,
Death of Dido,Q55831023,,,Death of Dido,
Death of Regulus,Q77877582,,,,
Death of Seneca,Q3863245,,,Death of Seneca,
Death of St. Francis Xavier,Q20266977,,,,
Death of Wallenstein,Q1742540,,,Wallenstein's Death,
Death of the Virgin,Q597114,,,Death of the Virgin,
Decio Azzolino,Q1181870,,,Decio Azzolino,
Decorations for St. Augustine Church,,,,,
Decorative Paintings (Pisa),Q18202402,,,Decorative painting in Hälsingland,
Dedicatory Frontispiece,,,,,
Deianira and Nessus,Q111638991,,,Deianira and Nessus,
