Index,Row ID,主体 (Subject),谓词 (Predicate),客体 (Object),状态 (Status),依据 (Source),核验逻辑 (Evidence_Logic),_source_file
155,71,monument to Algarotti,is_located_in,"Campo Santo, Pisa",Confirmed,Grounding,[地理映射]: 递归补全 Row 71 纪念碑的具体安放地坐标。,01-A 深度解析全量结果表 (101-200行).md
156,71,Pisa,is_located_in,Italy,Confirmed,Cascade,[地理级联]: 城市至国家。,01-A 深度解析全量结果表 (101-200行).md
157,73,Dresden Gallery,expanded_by,Augustus III,Confirmed,Page 350,[全生命周期]: 记录 18 世纪萨克森宫廷对画廊的制度性扩张。,01-A 深度解析全量结果表 (101-200行).md
158,75,Sistine Madonna,acquired_via,"Algarotti, Francesco",Confirmed,Page 349,[中介链解构]: 深度映射拉斐尔名作进入德累斯顿的中介路径。,01-A 深度解析全量结果表 (101-200行).md
159,75,Sistine Madonna,has_author,Raphael,Confirmed,Grounding,[递归回填]: 确证作品主权。,01-A 深度解析全量结果表 (101-200行).md
160,33,Worship of Venus,has_author,Titian,Confirmed,Page 25,[递归回填]: 映射原始条目 Row 33。补全创作归属。,01-A 深度解析全量结果表 (101-200行).md
161,33,Worship of Venus,acquired_by,Ludovisi family,Confirmed,Page 160,[Provenance]: 记录名作在 17 世纪的重大所有权转手事实。,01-A 深度解析全量结果表 (101-200行).md
162,22,Clement XI,promoted,Society of Arcadia,Confirmed,Page 19,[WACV]: 记录教皇对 18 世纪意大利文学复兴运动的支持行为。,01-A 深度解析全量结果表 (101-200行).md
163,18,"Agucchi, Giovanni Battista",and,Domenichino,Confirmed,Page 28,[WACV]: 记录理论家与核心画派弟子之间的师承与提携关联。,01-A 深度解析全量结果表 (101-200行).md
164,12,Robert Adam,visited,Palace of Diocletian,Confirmed,Page 392,[递归跳转]: 回溯 CHP-16。记录其划时代的考古测绘与艺术史贡献。,01-A 深度解析全量结果表 (101-200行).md
165,12,Palace of Diocletian,is_located_in,Spalato,Confirmed,Cascade,[地理映射]: 地标驻地级联。,01-A 深度解析全量结果表 (101-200行).md
166,12,Spalato,corresponds_to,Split,Confirmed,Grounding,[身份固化]: 映射现代地名（克罗地亚斯普利特）。,01-A 深度解析全量结果表 (101-200行).md
167,12,Split,is_located_in,Croatia,Confirmed,Cascade,[地理级联]: 跨国地理溯源。,01-A 深度解析全量结果表 (101-200行).md
168,8,Accademia di S. Luca,managed,art monopoly in Rome,Confirmed,Page 18,[WACV]: 记录学院在资助竞争中的行政性垄断属性。,01-A 深度解析全量结果表 (101-200行).md
169,1,Accademia Albrizziana,represents,elite intellectual salon,Genre,Page 334,[SENP 构造]: 记录该学院作为学者集会空间的语义定义。,01-A 深度解析全量结果表 (101-200行).md
170,140,patronage of Venetian artists,influenced,court of Poland,Confirmed,Page 294,[WACV]: 记录 18 世纪威尼斯艺术对东欧政治权力核心的品味塑造。,01-A 深度解析全量结果表 (101-200行).md
171,144,collections of Dukes of Modena,contains,masterpiece paintings,Genre,Page 294,[SENP 构造]: 记录被收购资产的高质量文化遗产属性。,01-A 深度解析全量结果表 (101-200行).md
172,143,Dresden Gallery,received,100 masterpieces from Modena,Confirmed,Page 294,[二次爆破]: 细化该划时代收购的具体规模。,01-A 深度解析全量结果表 (101-200行).md
173,135,"Arundel, Lord",was_protector_of,"Hollar, Wenceslaus",Confirmed,Page 177,[递归跳转]: 回溯 CHP-7。记录阿伦德尔对波西米亚版画大师的资助事实。,01-A 深度解析全量结果表 (101-200行).md
174,135,"Arundel, Lord",sought_work_from,Titian,Confirmed,Page 179,[WACV]: 记录其在 17 世纪早期对威尼斯画派遗产的定向追逐。,01-A 深度解析全量结果表 (101-200行).md
175,120,art exhibitions in Florence,patronized_by,Medici family,Confirmed,Page 240,[WACV]: 确立展览制度背后的统治级资助背景。,01-A 深度解析全量结果表 (101-200行).md
176,118,art dealers in Venice,sold_work_to,English travelers,Confirmed,Page 265,[全生命周期]: 记录威尼斯艺术市场在 18 世纪的外销主导属性。,01-A 深度解析全量结果表 (101-200行).md
177,114,"Arrighi-Landini, Orazio",belonged_to,Enlightenment intellectuals,Confirmed,Page 301,[身份固化]: 阶层属性识别。,01-A 深度解析全量结果表 (101-200行).md
178,74,"Tiepolo, Giambattista",shared_influence_with,Dresden court,Confirmed,Page 351,[WACV]: 记录 18 世纪威尼斯与萨克森宫廷的直接艺术盟约。,01-A 深度解析全量结果表 (101-200行).md
179,60,"Pesci, Pietro",specializes_in,Perspective painting,Genre,Page 357,[身份固化]: 补全具体受托画家的职业特长。,01-A 深度解析全量结果表 (101-200行).md
180,60,"Tesi, Mauro",specializes_in,Architectural drawings,Genre,Page 357,[身份固化]: 角色识别。,01-A 深度解析全量结果表 (101-200行).md
181,142,"Carriera, Rosalba",spent_time_in,Paris,Confirmed,Page 295,[全生命周期]: 递归补全 Row 142。记录画家在法国宫廷引起的巨大轰动。,01-A 深度解析全量结果表 (101-200行).md
182,142,"Carriera, Rosalba",spent_time_in,Vienna,Confirmed,Page 295,[地理级联]: 映射其在欧洲各大王室的资助足迹。,01-A 深度解析全量结果表 (101-200行).md
183,124,"Massimi, Camillo",was_portrayed_by,"Velázquez, Diego",Confirmed,Page 190,[递归跳转]: 回溯 CHP-7 p.190。记录 1650 年委拉斯凯兹旅意时期的肖像委任。,01-A 深度解析全量结果表 (101-200行).md
184,124,"Massimi, Camillo",has_role_of,Cardinal and Collector,Confirmed,Page 116,[身份固化]: 职衔去匿名化。,01-A 深度解析全量结果表 (101-200行).md
185,113,Anti-papal satire,originated_from,Dutch influence,Confirmed,Page 153,[WACV]: 递归补全 Row 113。记录讽刺文学中蕴含的跨国政治对抗语义。,01-A 深度解析全量结果表 (101-200行).md
186,100,Farinelli,visited,London,Confirmed,Page 393,[地理映射]: 递归补全传奇阉伶歌唱家的国际巡演足迹。,01-A 深度解析全量结果表 (101-200行).md
187,92,Altieri Palace,contains,murals by Maratta,Confirmed,Page 161,[递归回填]: 映射 Row 92。补全建筑内具体的资助产出实体。,01-A 深度解析全量结果表 (101-200行).md
188,75,SISTINE MADONNA,belongs_to,Monastery of San Sisto,Confirmed,Grounding,[Provenance]: 递归记录作品被 Algarotti 买下前的原始宗教归属。,01-A 深度解析全量结果表 (101-200行).md
189,75,Monastery of San Sisto,is_located_in,Piacenza,Confirmed,Cascade,[地理映射]: 建筑位置映射。,01-A 深度解析全量结果表 (101-200行).md
190,75,Piacenza,is_located_in,Italy,Confirmed,Cascade,[地理级联]: 溯源。,01-A 深度解析全量结果表 (101-200行).md
191,57,unfinished portrait of Algarotti,corresponds_to,collaboration between Tiepolo and Algarotti,Confirmed,Page 359,[SENP 构造]: 定义该作品作为“理论与实践互动”的代表实体。,01-A 深度解析全量结果表 (101-200行).md
192,41,Villa Doria Pamphilj,designed_by,"Algardi, Alessandro",Confirmed,Page 148,[递归回填]: 著作权终极确证。,01-A 深度解析全量结果表 (101-200行).md
193,31,Clement VIII,worked_with,"Aldobrandini, Cardinal Pietro",Confirmed,Page 25,[全生命周期]: 记录教皇及其侄子权臣的联手赞助架构。,01-A 深度解析全量结果表 (101-200行).md
194,22,Clement XI,rebuilt,Pantheon's portico,Confirmed,Grounding,[全生命周期]: 递归记录教皇对古代地标建筑的制度性维护事实。,01-A 深度解析全量结果表 (101-200行).md
195,12,Robert Adam,influenced,English Neo-Classicism,Confirmed,Page 301,[WACV]: 映射其在 18 世纪后期英国赞助秩序中的宗师地位。,01-A 深度解析全量结果表 (101-200行).md
196,8,"Barberini, Francesco",was_collector_of,"Poussin, Nicolas",Confirmed,Page 17,[WACV]: 递归记录枢机主教对普桑早期成功的实质推动。,01-A 深度解析全量结果表 (101-200行).md
197,1,Venice,houses,Accademia Albrizziana,Confirmed,Page 334,[地理映射]: 建筑归属级联。,01-A 深度解析全量结果表 (101-200行).md
198,155,"Azzolini, Decio",was_advisor_to,Christina of Sweden,Confirmed,Page 128,[递归跳转]: A 部件第 198 条知识锚点。补全枢机在跨国宫廷中的咨询职能。,01-A 深度解析全量结果表 (101-200行).md
199,155,Azzolini Collection,was_merged_with,Odescalchi Collection,Confirmed,Grounding,[Provenance]: 记录藏品在 17 世纪末的终极流转闭环。,01-A 深度解析全量结果表 (101-200行).md
200,155,"Azzolini, Decio",active_in,1680s Rome,Confirmed,Page 128,[二次爆破]: 剥离时间维度属性，UVW-A 生产任务第 200 条闭环。,01-A 深度解析全量结果表 (101-200行).md
201,74,"Algarotti, Francesco",commissioned,Banquet of Cleopatra,Confirmed,Page 352,[中介链解构]: 递归补全 Row 74。记录其为德累斯顿采买的提埃坡罗名作。,01-A 深度解析全量结果表 (201-300行).md
202,74,"Tiepolo, Giambattista",is_author_of,Banquet of Cleopatra,Confirmed,Page 352,[SENP 剥离]: 确证作品权。,01-A 深度解析全量结果表 (201-300行).md
203,74,Banquet of Cleopatra,created_for,Augustus III,Confirmed,Page 352,[全生命周期]: 映射最终资助主体。,01-A 深度解析全量结果表 (201-300行).md
204,74,Banquet of Cleopatra,has_material,Oil on Canvas,Confirmed,Grounding,[二次爆破]: 补全材质属性。,01-A 深度解析全量结果表 (201-300行).md
205,74,Banquet of Cleopatra,is_located_in,National Gallery of Victoria,Confirmed,Grounding,[地理映射]: 记录名作流转后的终极驻留地（墨尔本）。,01-A 深度解析全量结果表 (201-300行).md
206,74,Melbourne,is_located_in,Australia,Confirmed,Cascade,[地理级联]: 馆藏地跨国级联。,01-A 深度解析全量结果表 (201-300行).md
207,46,"Algarotti, Francesco",commissioned,views of Grand Canal,Confirmed,Page 357,[SENP 构造]: 递归回填 Row 46。补全其对 Canaletto 带有理论色彩的委任。,01-A 深度解析全量结果表 (201-300行).md
208,46,views of Grand Canal,corresponds_to,Capriccio,Genre,Page 357,[二次爆破]: 剥离画作的奇想画（Capriccio）体裁属性。,01-A 深度解析全量结果表 (201-300行).md
209,47,"Brühl, Heinrich von",commissioned_via,"Algarotti, Francesco",Confirmed,Page 353,[中介链解构]: 映射萨克森权臣利用中介获取威尼斯资源的路径。,01-A 深度解析全量结果表 (201-300行).md
210,97,"Amigoni, Jacopo",worked_at,Moor Park,Confirmed,Page 287,[地理映射]: 递归补全 Row 97。记录画家在英国庄园的具体场域。,01-A 深度解析全量结果表 (201-300行).md
211,97,Moor Park,is_located_in,Hertfordshire,Confirmed,Cascade,[地理级联]: 建筑驻地级联。,01-A 深度解析全量结果表 (201-300行).md
212,97,Hertfordshire,is_located_in,England,Confirmed,Cascade,[地理级联]: 溯源至国家。,01-A 深度解析全量结果表 (201-300行).md
213,98,"Amigoni, Jacopo",is_author_of,Bathsheba,Confirmed,Page 316,[SENP 剥离]: 正确映射 Row 98。实体名纯净化。,01-A 深度解析全量结果表 (201-300行).md
214,99,"Amigoni, Jacopo",is_author_of,Jupiter and Io,Confirmed,Page 287,[SENP 剥离]: 正确映射 Row 99。,01-A 深度解析全量结果表 (201-300行).md
215,100,"Amigoni, Jacopo",is_author_of,Lot and his Daughters,Confirmed,Page 316,[SENP 剥离]: 正确映射 Row 100。,01-A 深度解析全量结果表 (201-300行).md
216,101,"Amigoni, Jacopo",is_author_of,Portrait of Farinelli,Confirmed,Page 393,[SENP 剥离]: 映射 Row 101。剥离被描绘者信息。,01-A 深度解析全量结果表 (201-300行).md
217,101,Farinelli,is_subject_of,Portrait by Amigoni,Confirmed,Page 393,[二次爆破]: 补全被描绘的传奇歌唱家实体。,01-A 深度解析全量结果表 (201-300行).md
218,102,"Amigoni, Jacopo",is_author_of,Portrait of Sigismund Streit,Confirmed,Page 315,[SENP 剥离]: 映射 Row 102。,01-A 深度解析全量结果表 (201-300行).md
219,102,"Streit, Sigismund",has_role_of,Merchant and Patron,Confirmed,Page 315,[身份固化]: 识别其为在威尼斯的德国资助核心。,01-A 深度解析全量结果表 (201-300行).md
220,103,"Amigoni, Jacopo",is_author_of,Sacrifice of Isaac,Confirmed,Page 316,[SENP 剥离]: 映射 Row 103。,01-A 深度解析全量结果表 (201-300行).md
221,104,"Amigoni, Jacopo",is_author_of,Solomon adoring the Idols,Confirmed,Page 316,[SENP 剥离]: 映射 Row 104。,01-A 深度解析全量结果表 (201-300行).md
222,105,"Amigoni, Jacopo",lived_in,England,Confirmed,Page 286,[地理级联]: 记录画家 1729-1739 年的跨国职业分期。,01-A 深度解析全量结果表 (201-300行).md
223,27,"Piazzetta, Giovanni Battista",worked_for,"Albrizzi, Giambattista",Confirmed,Page 334,[全生命周期]: 递归回填 Row 27。确立出版商与画家的深度雇佣链。,01-A 深度解析全量结果表 (201-300行).md
224,30,publication of gems,belongs_to,Zanetti Collection,Confirmed,Page 337,[SENP 构造]: 映射 Row 30 涉及的学术出版项目载体。,01-A 深度解析全量结果表 (201-300行).md
225,30,"Zanetti, Anton Maria (the Elder)",has_property,Medals and gems collection,Confirmed,Page 344,[SENP 构造]: 递归补全 Row 30 涉及的资产所有者实体。,01-A 深度解析全量结果表 (201-300行).md
226,32,"Aldobrandini, Pietro",was_patron_of,Annibale Carracci,Confirmed,Page 39,[全生命周期]: 递归回填 Row 32。补全教廷权臣对博洛尼亚画派的核心资助。,01-A 深度解析全量结果表 (201-300行).md
227,33,Worship of Venus,has_author,Titian,Confirmed,Page 25,[二次爆破]: 映射 Row 33 涉及的核心名作所有权。,01-A 深度解析全量结果表 (201-300行).md
228,33,Titian,is_author_of,Bacchanals,Confirmed,Page 171,[二次爆破]: 拆解 Row 33 组画实体。,01-A 深度解析全量结果表 (201-300行).md
229,41,Prince Camillo Pamfili,commissioned,"Algardi, Alessandro",Confirmed,Page 148,[全生命周期]: 映射 Row 41。确立庞菲利家族成员的顶级建筑/雕塑委任。,01-A 深度解析全量结果表 (201-300行).md
230,41,Villa Doria Pamphilj,is_located_in,Rome,Confirmed,Cascade,[地理映射]: 建筑驻地映射。,01-A 深度解析全量结果表 (201-300行).md
231,124,Pantheon,is_located_in,Piazza della Rotonda,Confirmed,Cascade,[地理级联]: 映射 Row 124。建筑在城市内的微观级联。,01-A 深度解析全量结果表 (201-300行).md
232,125,S. Bartolommeo,is_located_in,Isola Tiberina,Confirmed,Cascade,[地理级联]: 映射 Row 125。展览场域的精确地理坐标。,01-A 深度解析全量结果表 (201-300行).md
233,126,San Giovanni Decollato,belongs_to,Archconfraternity of the Beheading of St. John,Confirmed,Grounding,[身份固化]: 映射 Row 126。补全展览承办机构实体。,01-A 深度解析全量结果表 (201-300行).md
234,127,San Salvatore in Lauro,hosted,Art exhibition of 1700s,Confirmed,Page 128,[WACV]: 记录 18 世纪初期该展览对罗马审美风向的塑造。,01-A 深度解析全量结果表 (201-300行).md
235,132,development of concept,corresponds_to,Artistic temperament,Confirmed,Page 21,[WACV]: 映射 Row 132。记录史学视角的语义属性。,01-A 深度解析全量结果表 (201-300行).md
236,135,Earl of Arundel,was_patron_of,"Van Dyck, Anthony",Confirmed,Page 177,[全生命周期]: 递归跳转。补全 17 世纪英国头号藏家的核心资助事实。,01-A 深度解析全量结果表 (201-300行).md
237,142,"Carriera, Rosalba",produced_pastel_portraits_for,Augustus III,Confirmed,Page 295,[WACV]: 递归补全 Row 142。记录威尼斯女画师对萨克森宫廷的直接贡献。,01-A 深度解析全量结果表 (201-300行).md
238,143,Dresden Gallery,was_planned_by,"Algarotti, Francesco",Confirmed,Page 350,[SENP 构造]: 映射画廊建设背后的理论大脑。,01-A 深度解析全量结果表 (201-300行).md
239,144,Art collection of Modena,transferred_to,Dresden,Confirmed,Page 294,[全生命周期]: 映射 Row 144。记录 1745 年名作跨国位移的历史节点。,01-A 深度解析全量结果表 (201-300行).md
240,144,Francesco III d'Este,has_identity,Duke of Modena,Confirmed,Grounding,[身份固化]: 补全卖方的正式主权身份。,01-A 深度解析全量结果表 (201-300行).md
241,145,"Azzolini, Decio",was_protector_of,"Bernini, Gian Lorenzo",Confirmed,Page 128,[全生命周期]: 递归回填 Row 145。补全枢机主教对贝尼尼晚年的重要保护关系。,01-A 深度解析全量结果表 (201-300行).md
242,145,Azzolini Collection,originated_from,Queen Christina of Sweden,Confirmed,Grounding,[Provenance]: 记录枢机通过遗产继承获得的核心艺术资产来源。,01-A 深度解析全量结果表 (201-300行).md
